date,phase,early_in_person_daily,early_in_person_cumulative,mail_returned_daily,mail_returned_cumulative,combined_daily,combined_cumulative,is_correction,span_days
2025-09-19,early,82,82,0,0,82,82,false,1
2025-09-20,early,0,82,0,0,0,82,false,1
2025-09-21,early,0,82,0,0,0,82,false,1
2025-09-22,early,39,121,0,0,39,121,false,1
2025-09-23,early,26,147,2,2,28,149,false,1
2025-09-24,early,20,167,6,8,26,175,false,1
2025-09-25,early,25,192,25,33,50,225,false,1
2025-09-26,early,51,243,69,102,120,345,false,3
2025-09-27,early,0,243,0,102,0,345,false,3
2025-09-28,early,0,243,0,102,0,345,false,3
2025-09-29,early,0,243,0,102,0,345,false,1
2025-09-30,early,15,258,4,106,19,364,false,1
2025-10-01,early,21,279,25,131,46,410,false,1
2025-10-02,early,22,301,16,147,38,448,false,1
2025-10-03,early,20,321,7,154,27,475,false,1
2025-10-04,early,0,321,0,154,0,475,false,1
2025-10-05,early,0,321,0,154,0,475,false,1
2025-10-06,early,22,343,41,195,63,538,false,1
2025-10-07,early,18,361,0,195,18,556,false,1
2025-10-08,early,19,380,17,212,36,592,false,1
2025-10-09,early,19,399,15,227,34,626,false,1
2025-10-10,early,24,423,5,232,29,655,false,1
2025-10-11,early,0,423,0,232,0,655,false,1
2025-10-12,early,0,423,0,232,0,655,false,1
2025-10-13,early,0,423,0,232,0,655,false,1
2025-10-14,early,26,449,15,247,41,696,false,1
2025-10-15,early,16,465,4,251,20,716,false,1
2025-10-16,early,14,479,13,264,27,743,false,1
2025-10-17,early,43,522,16,280,59,802,false,1
2025-10-18,early,0,522,0,280,0,802,false,1
2025-10-19,early,0,522,0,280,0,802,false,1
2025-10-20,early,31,553,15,295,46,848,false,1
2025-10-21,early,40,593,6,301,46,894,false,1
2025-10-22,early,26,619,16,317,42,936,false,1
2025-10-23,early,31,650,12,329,43,979,false,1
2025-10-24,early,61,711,10,339,71,1050,false,1
2025-10-25,early,108,819,3,342,111,1161,false,1
2025-10-26,early,0,819,0,342,0,1161,false,1
2025-10-27,early,50,869,19,361,69,1230,false,1
2025-10-28,early,61,930,0,361,61,1291,false,1
2025-10-29,early,51,981,13,374,64,1355,false,1
2025-10-30,early,82,1063,16,390,98,1453,false,1
2025-10-31,early,145,1208,12,402,157,1610,false,1
2025-11-01,early,247,1455,14,416,261,1871,false,1
2025-11-02,election,0,1455,0,416,0,1871,false,1
2025-11-03,election,0,1455,7,423,7,1878,false,1
2025-11-04,election,0,1455,0,423,0,1878,false,1
2025-11-05,post,0,1455,23,446,23,1901,false,1
2025-11-06,post,0,1455,7,453,7,1908,false,1
2025-11-07,post,0,1455,1,454,1,1909,false,1
2025-11-08,post,0,1455,0,454,0,1909,false,1
2025-11-09,post,0,1455,0,454,0,1909,false,1
