date,phase,early_in_person_daily,early_in_person_cumulative,mail_returned_daily,mail_returned_cumulative,combined_daily,combined_cumulative,is_correction,span_days
2025-09-19,early,137,137,18,18,155,155,false,1
2025-09-20,early,0,137,0,18,0,155,false,1
2025-09-21,early,0,137,0,18,0,155,false,1
2025-09-22,early,109,246,147,165,256,411,false,1
2025-09-23,early,109,355,31,196,140,551,false,1
2025-09-24,early,56,411,69,265,125,676,false,1
2025-09-25,early,74,485,61,326,135,811,false,1
2025-09-26,early,85,570,23,349,108,919,false,3
2025-09-27,early,0,570,0,349,0,919,false,3
2025-09-28,early,0,570,11,360,11,930,false,3
2025-09-29,early,80,650,66,426,146,1076,false,1
2025-09-30,early,69,719,7,433,76,1152,false,1
2025-10-01,early,68,787,15,448,83,1235,false,1
2025-10-02,early,80,867,59,507,139,1374,false,1
2025-10-03,early,101,968,26,533,127,1501,false,1
2025-10-04,early,0,968,0,533,0,1501,false,1
2025-10-05,early,0,968,0,533,0,1501,false,1
2025-10-06,early,88,1056,40,573,128,1629,false,1
2025-10-07,early,82,1138,30,603,112,1741,false,1
2025-10-08,early,0,1138,26,629,26,1767,false,1
2025-10-09,early,131,1269,43,672,174,1941,false,1
2025-10-10,early,122,1391,4,676,126,2067,false,1
2025-10-11,early,0,1391,0,676,0,2067,false,1
2025-10-12,early,0,1391,0,676,0,2067,false,1
2025-10-13,early,66,1457,16,692,82,2149,false,1
2025-10-14,early,98,1555,23,715,121,2270,false,1
2025-10-15,early,62,1617,34,749,96,2366,false,1
2025-10-16,early,53,1670,37,786,90,2456,false,1
2025-10-17,early,108,1778,2,788,110,2566,false,1
2025-10-18,early,0,1778,0,788,0,2566,false,1
2025-10-19,early,0,1778,0,788,0,2566,false,1
2025-10-20,early,99,1877,68,856,167,2733,false,1
2025-10-21,early,70,1947,12,868,82,2815,false,1
2025-10-22,early,74,2021,7,875,81,2896,false,1
2025-10-23,early,86,2107,42,917,128,3024,false,1
2025-10-24,early,159,2266,23,940,182,3206,false,1
2025-10-25,early,266,2532,4,944,270,3476,false,1
2025-10-26,early,0,2532,0,944,0,3476,false,1
2025-10-27,early,135,2667,36,980,171,3647,false,1
2025-10-28,early,124,2791,14,994,138,3785,false,1
2025-10-29,early,145,2936,34,1028,179,3964,false,1
2025-10-30,early,170,3106,25,1053,195,4159,false,1
2025-10-31,early,353,3459,20,1073,373,4532,false,1
2025-11-01,early,556,4015,25,1098,581,5113,false,1
2025-11-02,election,0,4015,1,1099,1,5114,false,1
2025-11-03,election,1,4016,55,1154,56,5170,false,1
2025-11-04,election,0,4016,33,1187,33,5203,false,1
2025-11-05,post,0,4016,0,1187,0,5203,false,1
2025-11-06,post,0,4016,57,1244,57,5260,false,1
2025-11-07,post,0,4016,3,1247,3,5263,false,1
2025-11-08,post,0,4016,0,1247,0,5263,false,1
2025-11-09,post,0,4016,0,1247,0,5263,false,1
