date,phase,early_in_person_daily,early_in_person_cumulative,mail_returned_daily,mail_returned_cumulative,combined_daily,combined_cumulative,is_correction,span_days
2023-09-22,early,676,676,0,0,676,676,false,1
2023-09-23,early,0,676,0,0,0,676,false,1
2023-09-24,early,0,676,0,0,0,676,false,1
2023-09-25,early,450,1126,2,2,452,1128,false,1
2023-09-26,early,300,1426,11,13,311,1439,false,1
2023-09-27,early,322,1748,24,37,346,1785,false,1
2023-09-28,early,308,2056,276,313,584,2369,false,1
2023-09-29,early,403,2459,341,654,744,3113,false,1
2023-09-30,early,0,2459,0,654,0,3113,false,2
2023-10-01,early,0,2459,0,654,0,3113,false,2
2023-10-02,early,326,2785,595,1249,921,4034,false,1
2023-10-03,early,343,3128,997,2246,1340,5374,false,1
2023-10-04,early,-1702,1426,-2233,13,-3935,1439,true,1
2023-10-05,early,2006,3432,3996,4009,6002,7441,false,1
2023-10-06,early,516,3948,449,4458,965,8406,false,1
2023-10-07,early,0,3948,0,4458,0,8406,false,1
2023-10-08,early,0,3948,0,4458,0,8406,false,1
2023-10-09,early,0,3948,0,4458,0,8406,false,1
2023-10-10,early,449,4397,1013,5471,1462,9868,false,1
2023-10-11,early,339,4736,62,5533,401,10269,false,1
2023-10-12,early,379,5115,892,6425,1271,11540,false,1
2023-10-13,early,623,5738,399,6824,1022,12562,false,1
2023-10-14,early,0,5738,0,6824,0,12562,false,1
2023-10-15,early,0,5738,0,6824,0,12562,false,1
2023-10-16,early,498,6236,693,7517,1191,13753,false,1
2023-10-17,early,395,6631,254,7771,649,14402,false,1
2023-10-18,early,438,7069,529,8300,967,15369,false,1
2023-10-19,early,361,7430,391,8691,752,16121,false,1
2023-10-20,early,666,8096,259,8950,925,17046,false,1
2023-10-21,early,0,8096,0,8950,0,17046,false,1
2023-10-22,early,0,8096,0,8950,0,17046,false,1
2023-10-23,early,1178,9274,508,9458,1686,18732,false,1
2023-10-24,early,1248,10522,308,9766,1556,20288,false,1
2023-10-25,early,968,11490,458,10224,1426,21714,false,1
2023-10-26,early,1094,12584,417,10641,1511,23225,false,1
2023-10-27,early,1602,14186,341,10982,1943,25168,false,1
2023-10-28,early,2469,16655,356,11338,2825,27993,false,1
2023-10-29,early,0,16655,0,11338,0,27993,false,1
2023-10-30,early,1236,17891,439,11777,1675,29668,false,1
2023-10-31,early,1411,19302,275,12052,1686,31354,false,1
2023-11-01,early,1169,20471,591,12643,1760,33114,false,1
2023-11-02,early,1932,22403,396,13039,2328,35442,false,1
2023-11-03,early,2550,24953,473,13512,3023,38465,false,1
2023-11-04,early,4985,29938,445,13957,5430,43895,false,1
2023-11-05,election,0,29938,0,13957,0,43895,false,1
2023-11-06,election,4,29942,950,14907,954,44849,false,1
2023-11-07,election,0,29942,1077,15984,1077,45926,false,1
2023-11-08,post,0,29942,737,16721,737,46663,false,1
2023-11-09,post,0,29942,436,17157,436,47099,false,1
2023-11-10,post,0,29942,0,17157,0,47099,false,1
2023-11-11,post,0,29942,1,17158,1,47100,false,1
2023-11-12,post,0,29942,0,17158,0,47100,false,1
