date,phase,early_in_person_daily,early_in_person_cumulative,mail_returned_daily,mail_returned_cumulative,combined_daily,combined_cumulative,is_correction,span_days
2024-09-20,early,1224,1224,0,0,1224,1224,false,1
2024-09-21,early,0,1224,0,0,0,1224,false,1
2024-09-22,early,0,1224,0,0,0,1224,false,1
2024-09-23,early,824,2048,0,0,824,2048,false,1
2024-09-24,early,584,2632,90,90,674,2722,false,1
2024-09-25,early,0,2632,58,148,58,2780,false,1
2024-09-26,early,1114,3746,1967,2115,3081,5861,false,1
2024-09-27,early,525,4271,1254,3369,1779,7640,false,1
2024-09-28,early,0,4271,0,3369,0,7640,false,1
2024-09-29,early,0,4271,0,3369,0,7640,false,1
2024-09-30,early,407,4678,932,4301,1339,8979,false,1
2024-10-01,early,349,5027,1805,6106,2154,11133,false,1
2024-10-02,early,0,5027,58,6164,58,11191,false,1
2024-10-03,early,986,6013,1174,7338,2160,13351,false,1
2024-10-04,early,605,6618,700,8038,1305,14656,false,1
2024-10-05,early,0,6618,0,8038,0,14656,false,1
2024-10-06,early,0,6618,0,8038,0,14656,false,1
2024-10-07,early,487,7105,786,8824,1273,15929,false,1
2024-10-08,early,378,7483,1703,10527,2081,18010,false,1
2024-10-09,early,505,7988,94,10621,599,18609,false,1
2024-10-10,early,400,8388,925,11546,1325,19934,false,1
2024-10-11,early,657,9045,457,12003,1114,21048,false,1
2024-10-12,early,0,9045,0,12003,0,21048,false,1
2024-10-13,early,4678,13723,2,12005,4680,25728,false,1
2024-10-14,early,4076,17799,871,12876,4947,30675,false,1
2024-10-15,early,4501,22300,206,13082,4707,35382,false,1
2024-10-16,early,4852,27152,1499,14581,6351,41733,false,1
2024-10-17,early,3178,30330,280,14861,3458,45191,false,1
2024-10-18,early,3997,34327,1146,16007,5143,50334,false,1
2024-10-19,early,3730,38057,5,16012,3735,54069,false,1
2024-10-20,early,2395,40452,11,16023,2406,56475,false,1
2024-10-21,early,3195,43647,1770,17793,4965,61440,false,1
2024-10-22,early,2996,46643,1088,18881,4084,65524,false,1
2024-10-23,early,4295,50938,322,19203,4617,70141,false,1
2024-10-24,early,3072,54010,724,19927,3796,73937,false,1
2024-10-25,early,4321,58331,891,20818,5212,79149,false,1
2024-10-26,early,4800,63131,20,20838,4820,83969,false,1
2024-10-27,early,0,63131,0,20838,0,83969,false,1
2024-10-28,early,4427,67558,1269,22107,5696,89665,false,1
2024-10-29,early,4079,71637,981,23088,5060,94725,false,1
2024-10-30,early,6592,78229,405,23493,6997,101722,false,1
2024-10-31,early,4495,82724,1015,24508,5510,107232,false,1
2024-11-01,early,6916,89640,710,25218,7626,114858,false,1
2024-11-02,early,8165,97805,64,25282,8229,123087,false,1
2024-11-03,election,0,97805,9,25291,9,123096,false,1
2024-11-04,election,2,97807,1903,27194,1905,125001,false,1
2024-11-05,election,27,97834,1833,29027,1860,126861,false,1
2024-11-06,post,2,97836,836,29863,838,127699,false,1
2024-11-07,post,0,97836,633,30496,633,128332,false,1
2024-11-08,post,0,97836,141,30637,141,128473,false,1
2024-11-09,post,0,97836,6,30643,6,128479,false,1
2024-11-10,post,0,97836,-1,30642,-1,128478,true,1
