date,phase,early_in_person_daily,early_in_person_cumulative,mail_returned_daily,mail_returned_cumulative,combined_daily,combined_cumulative,is_correction,span_days
2025-09-19,early,2432,2432,0,0,2432,2432,false,1
2025-09-20,early,2032,4464,0,0,2032,4464,false,1
2025-09-21,early,0,4464,0,0,0,4464,false,1
2025-09-22,early,1746,6210,0,0,1746,6210,false,1
2025-09-23,early,1730,7940,0,0,1730,7940,false,1
2025-09-24,early,1406,9346,4,4,1410,9350,false,1
2025-09-25,early,1364,10710,90,94,1454,10804,false,1
2025-09-26,early,1982,12692,2437,2531,4419,15223,false,3
2025-09-27,early,0,12692,0,2531,0,15223,false,3
2025-09-28,early,0,12692,0,2531,0,15223,false,3
2025-09-29,early,1680,14372,0,2531,1680,16903,false,1
2025-09-30,early,1403,15775,3722,6253,5125,22028,false,1
2025-10-01,early,1496,17271,4741,10994,6237,28265,false,1
2025-10-02,early,1733,19004,3458,14452,5191,33456,false,1
2025-10-03,early,2073,21077,2740,17192,4813,38269,false,1
2025-10-04,early,0,21077,0,17192,0,38269,false,1
2025-10-05,early,0,21077,0,17192,0,38269,false,1
2025-10-06,early,1706,22783,1358,18550,3064,41333,false,1
2025-10-07,early,1479,24262,4565,23115,6044,47377,false,1
2025-10-08,early,1271,25533,348,23463,1619,48996,false,1
2025-10-09,early,1284,26817,2295,25758,3579,52575,false,1
2025-10-10,early,2030,28847,1322,27080,3352,55927,false,1
2025-10-11,early,0,28847,0,27080,0,55927,false,1
2025-10-12,early,0,28847,0,27080,0,55927,false,1
2025-10-13,early,2158,31005,2458,29538,4616,60543,false,1
2025-10-14,early,1727,32732,38,29576,1765,62308,false,1
2025-10-15,early,1429,34161,2123,31699,3552,65860,false,1
2025-10-16,early,1314,35475,15,31714,1329,67189,false,1
2025-10-17,early,1879,37354,2128,33842,4007,71196,false,1
2025-10-18,early,0,37354,0,33842,0,71196,false,1
2025-10-19,early,0,37354,0,33842,0,71196,false,1
2025-10-20,early,1797,39151,1925,35767,3722,74918,false,1
2025-10-21,early,1607,40758,3018,38785,4625,79543,false,1
2025-10-22,early,1425,42183,294,39079,1719,81262,false,1
2025-10-23,early,8012,50195,19,39098,8031,89293,false,1
2025-10-24,early,8912,59107,2947,42045,11859,101152,false,1
2025-10-25,early,12110,71217,0,42045,12110,113262,false,1
2025-10-26,early,5089,76306,0,42045,5089,118351,false,1
2025-10-27,early,7917,84223,2065,44110,9982,128333,false,1
2025-10-28,early,7281,91504,3384,47494,10665,138998,false,1
2025-10-29,early,7408,98912,732,48226,8140,147138,false,1
2025-10-30,early,8425,107337,1741,49967,10166,157304,false,1
2025-10-31,early,10549,117886,1600,51567,12149,169453,false,1
2025-11-01,early,19329,137215,0,51567,19329,188782,false,1
2025-11-02,election,0,137215,0,51567,0,188782,false,1
2025-11-03,election,0,137215,4845,56412,4845,193627,false,1
2025-11-04,election,0,137215,1954,58366,1954,195581,false,1
2025-11-05,post,0,137215,4044,62410,4044,199625,false,1
2025-11-06,post,0,137215,930,63340,930,200555,false,1
2025-11-07,post,0,137215,493,63833,493,201048,false,1
2025-11-08,post,0,137215,-1,63832,-1,201047,true,1
2025-11-09,post,0,137215,0,63832,0,201047,false,1
