date,phase,early_in_person_daily,early_in_person_cumulative,mail_returned_daily,mail_returned_cumulative,combined_daily,combined_cumulative,is_correction,span_days
2024-09-20,early,281,281,0,0,281,281,false,1
2024-09-21,early,0,281,0,0,0,281,false,1
2024-09-22,early,0,281,0,0,0,281,false,1
2024-09-23,early,162,443,0,0,162,443,false,1
2024-09-24,early,110,553,15,15,125,568,false,1
2024-09-25,early,107,660,22,37,129,697,false,1
2024-09-26,early,101,761,16,53,117,814,false,1
2024-09-27,early,0,761,55,108,55,869,false,1
2024-09-28,early,0,761,0,108,0,869,false,1
2024-09-29,early,0,761,0,108,0,869,false,1
2024-09-30,early,258,1019,144,252,402,1271,false,1
2024-10-01,early,128,1147,24,276,152,1423,false,1
2024-10-02,early,92,1239,69,345,161,1584,false,1
2024-10-03,early,133,1372,24,369,157,1741,false,1
2024-10-04,early,0,1372,61,430,61,1802,false,1
2024-10-05,early,0,1372,0,430,0,1802,false,1
2024-10-06,early,0,1372,0,430,0,1802,false,1
2024-10-07,early,297,1669,115,545,412,2214,false,1
2024-10-08,early,102,1771,13,558,115,2329,false,1
2024-10-09,early,98,1869,56,614,154,2483,false,1
2024-10-10,early,123,1992,47,661,170,2653,false,1
2024-10-11,early,177,2169,34,695,211,2864,false,1
2024-10-12,early,0,2169,0,695,0,2864,false,1
2024-10-13,early,0,2169,0,695,0,2864,false,1
2024-10-14,early,173,2342,28,723,201,3065,false,1
2024-10-15,early,140,2482,77,800,217,3282,false,1
2024-10-16,early,142,2624,23,823,165,3447,false,1
2024-10-17,early,122,2746,78,901,200,3647,false,1
2024-10-18,early,227,2973,38,939,265,3912,false,1
2024-10-19,early,0,2973,0,939,0,3912,false,1
2024-10-20,early,0,2973,0,939,0,3912,false,1
2024-10-21,early,193,3166,83,1022,276,4188,false,1
2024-10-22,early,173,3339,21,1043,194,4382,false,1
2024-10-23,early,156,3495,59,1102,215,4597,false,1
2024-10-24,early,167,3662,51,1153,218,4815,false,1
2024-10-25,early,311,3973,38,1191,349,5164,false,1
2024-10-26,early,375,4348,8,1199,383,5547,false,1
2024-10-27,early,0,4348,0,1199,0,5547,false,1
2024-10-28,early,331,4679,100,1299,431,5978,false,1
2024-10-29,early,270,4949,34,1333,304,6282,false,1
2024-10-30,early,271,5220,69,1402,340,6622,false,1
2024-10-31,early,290,5510,49,1451,339,6961,false,1
2024-11-01,early,561,6071,59,1510,620,7581,false,1
2024-11-02,early,674,6745,33,1543,707,8288,false,1
2024-11-03,election,0,6745,0,1543,0,8288,false,1
2024-11-04,election,0,6745,84,1627,84,8372,false,1
2024-11-05,election,1,6746,61,1688,62,8434,false,1
2024-11-06,post,0,6746,38,1726,38,8472,false,1
2024-11-07,post,0,6746,23,1749,23,8495,false,1
2024-11-08,post,0,6746,15,1764,15,8510,false,1
2024-11-09,post,0,6746,0,1764,0,8510,false,1
2024-11-10,post,0,6746,0,1764,0,8510,false,1
