date,phase,early_in_person_daily,early_in_person_cumulative,mail_returned_daily,mail_returned_cumulative,combined_daily,combined_cumulative,is_correction,span_days
2024-09-20,early,113,113,0,0,113,113,false,1
2024-09-21,early,0,113,0,0,0,113,false,1
2024-09-22,early,0,113,0,0,0,113,false,1
2024-09-23,early,87,200,0,0,87,200,false,1
2024-09-24,early,63,263,11,11,74,274,false,1
2024-09-25,early,49,312,42,53,91,365,false,1
2024-09-26,early,53,365,44,97,97,462,false,1
2024-09-27,early,59,424,27,124,86,548,false,1
2024-09-28,early,0,424,0,124,0,548,false,1
2024-09-29,early,0,424,0,124,0,548,false,1
2024-09-30,early,66,490,22,146,88,636,false,1
2024-10-01,early,40,530,27,173,67,703,false,1
2024-10-02,early,43,573,26,199,69,772,false,1
2024-10-03,early,54,627,5,204,59,831,false,1
2024-10-04,early,50,677,10,214,60,891,false,1
2024-10-05,early,0,677,0,214,0,891,false,1
2024-10-06,early,0,677,0,214,0,891,false,1
2024-10-07,early,47,724,30,244,77,968,false,1
2024-10-08,early,39,763,6,250,45,1013,false,1
2024-10-09,early,27,790,25,275,52,1065,false,1
2024-10-10,early,29,819,27,302,56,1121,false,1
2024-10-11,early,67,886,10,312,77,1198,false,1
2024-10-12,early,0,886,0,312,0,1198,false,1
2024-10-13,early,0,886,0,312,0,1198,false,1
2024-10-14,early,0,886,0,312,0,1198,false,1
2024-10-15,early,62,948,23,335,85,1283,false,1
2024-10-16,early,56,1004,6,341,62,1345,false,1
2024-10-17,early,58,1062,29,370,87,1432,false,1
2024-10-18,early,89,1151,13,383,102,1534,false,1
2024-10-19,early,0,1151,0,383,0,1534,false,1
2024-10-20,early,0,1151,0,383,0,1534,false,1
2024-10-21,early,68,1219,13,396,81,1615,false,1
2024-10-22,early,87,1306,16,412,103,1718,false,1
2024-10-23,early,78,1384,16,428,94,1812,false,1
2024-10-24,early,82,1466,13,441,95,1907,false,1
2024-10-25,early,128,1594,6,447,134,2041,false,1
2024-10-26,early,185,1779,17,464,202,2243,false,1
2024-10-27,early,0,1779,0,464,0,2243,false,1
2024-10-28,early,117,1896,19,483,136,2379,false,1
2024-10-29,early,117,2013,17,500,134,2513,false,1
2024-10-30,early,117,2130,25,525,142,2655,false,1
2024-10-31,early,151,2281,14,539,165,2820,false,1
2024-11-01,early,238,2519,15,554,253,3073,false,1
2024-11-02,early,331,2850,28,582,359,3432,false,1
2024-11-03,election,0,2850,11,593,11,3443,false,1
2024-11-04,election,0,2850,14,607,14,3457,false,1
2024-11-05,election,0,2850,9,616,9,3466,false,1
2024-11-06,post,0,2850,21,637,21,3487,false,1
2024-11-07,post,0,2850,5,642,5,3492,false,1
2024-11-08,post,0,2850,1,643,1,3493,false,1
2024-11-09,post,0,2850,0,643,0,3493,false,1
2024-11-10,post,0,2850,0,643,0,3493,false,1
