FILEDATE,ISSUED,NOT_ISSUED,PROVISIONAL,DELETED,MARKED,ON_MACHINE,PRE_PROCESSED,FWAB,MAIL_IN,COUNTABLE,MILITARY,OVERSEAS,TEMPORARY,MILITARY_COUNTABLE,OVERSEAS_COUNTABLE,TEMPORARY_COUNTABLE,MILITARY_ISSUED,OVERSEAS_ISSUED,TEMPORARY_ISSUED,COUNTABLE_HIGH_PROP_NG,COUNTABLE_MED_PROP_NG,COUNTABLE_ZERO_PROP_NG
string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
01-Nov-2025 05:00:02,3825,0,59,773,2164,18893,5183,0,7347,26299,353,1050,0,157,290,0,151,678,0,15585,9633,1081
02-Nov-2025 05:00:01,3612,0,110,834,1349,21936,6159,0,7508,29554,371,1056,0,176,302,0,149,667,0,16853,11376,1325
03-Nov-2025 05:00:02,3559,0,115,835,1401,21936,6159,0,7560,29611,370,1056,0,175,303,0,149,666,0,16874,11407,1330
04-Nov-2025 05:00:01,3285,0,115,835,542,21937,7287,0,7829,29881,370,1056,0,179,314,0,144,655,0,16965,11563,1353
05-Nov-2025 05:00:02,3285,0,115,835,546,21937,7287,0,7833,29885,370,1056,0,179,316,0,144,655,0,16966,11566,1353
06-Nov-2025 05:00:02,2907,0,115,836,921,21937,7287,1,8208,30261,371,1056,0,186,341,0,135,631,0,17089,11792,1380
07-Nov-2025 05:00:02,2601,0,115,836,1213,21937,7287,2,8500,30554,371,1056,0,187,351,0,133,621,0,17181,11966,1407
08-Nov-2025 05:00:01,2590,0,115,836,1214,21937,7287,2,8501,30555,371,1052,0,187,351,0,133,617,0,17181,11967,1407
09-Nov-2025 05:00:02,2590,0,115,836,1214,21937,7287,2,8501,30555,371,1052,0,187,351,0,133,617,0,17181,11967,1407
10-Nov-2025 05:00:02,2590,0,115,836,1214,21937,7287,2,8501,30555,371,1052,0,187,351,0,133,617,0,17181,11967,1407
