FILEDATE,ISSUED,NOT_ISSUED,PROVISIONAL,DELETED,MARKED,ON_MACHINE,PRE_PROCESSED,FWAB,MAIL_IN,COUNTABLE,MILITARY,OVERSEAS,TEMPORARY,MILITARY_COUNTABLE,OVERSEAS_COUNTABLE,TEMPORARY_COUNTABLE,MILITARY_ISSUED,OVERSEAS_ISSUED,TEMPORARY_ISSUED,COUNTABLE_HIGH_PROP_NG,COUNTABLE_MED_PROP_NG,COUNTABLE_ZERO_PROP_NG
string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
01-Nov-2025 05:00:02,10097,0,139,1345,683,48625,17785,2,18468,67234,1489,895,0,917,242,0,473,621,0,46688,18946,1600
02-Nov-2025 05:00:01,9991,0,228,1468,696,56103,17785,2,18481,74814,1634,904,0,1062,251,0,467,618,0,50872,22049,1893
03-Nov-2025 05:00:02,9990,0,254,1469,696,56103,17785,2,18481,74840,1636,904,0,1064,251,0,467,617,0,50872,22049,1919
04-Nov-2025 05:00:01,8976,0,255,1469,1703,56104,17786,2,19489,75850,1636,904,0,1075,266,0,456,602,0,51317,22550,1983
05-Nov-2025 05:00:02,8359,0,255,1492,2309,56105,17786,2,20095,76457,1636,904,0,1094,273,0,437,594,0,51516,22911,2030
06-Nov-2025 05:00:02,7546,0,255,1492,3096,56105,17786,2,20882,77244,1637,903,0,1100,276,0,432,590,0,51865,23316,2063
07-Nov-2025 05:00:02,6954,0,255,1492,3670,56105,17786,2,21456,77818,1637,903,0,1106,282,0,426,584,0,52057,23665,2096
08-Nov-2025 05:00:01,6629,0,255,1497,3983,56105,17786,5,21769,78134,1637,907,0,1112,293,0,420,573,0,52139,23872,2123
09-Nov-2025 05:00:02,6629,0,255,1497,3983,56105,17786,5,21769,78134,1637,907,0,1112,293,0,420,573,0,52139,23872,2123
10-Nov-2025 05:00:02,6629,0,255,1497,3983,56105,17786,5,21769,78134,1637,907,0,1112,293,0,420,573,0,52139,23872,2123
