LOCALITY,FILEDATE,ISSUED,NOT_ISSUED,PROVISIONAL,DELETED,MARKED,ON_MACHINE,PRE_PROCESSED,FWAB,MAIL_IN,COUNTABLE,MILITARY,OVERSEAS,TEMPORARY,MILITARY_COUNTABLE,OVERSEAS_COUNTABLE,TEMPORARY_COUNTABLE,MILITARY_ISSUED,OVERSEAS_ISSUED,TEMPORARY_ISSUED,COUNTABLE_HIGH_PROP_NG,COUNTABLE_MED_PROP_NG,COUNTABLE_ZERO_PROP_NG
Fairfax County,29-Sep-2025 17:00:02,74545,1,0,1762,0,12692,2531,0,2531,15223,1869,4237,0,98,35,0,1688,4099,0,12558,2472,193
Fairfax County,29-Sep-2025 17:35:10,74545,1,0,1762,0,12692,2531,0,2531,15223,1869,4237,0,98,35,0,1688,4099,0,12558,2472,193
Fairfax County,30-Sep-2025 05:00:02,74539,1,0,1800,0,14372,2531,0,2531,16903,1875,4234,0,109,39,0,1679,4092,0,13929,2764,210
Fairfax County,01-Oct-2025 05:00:02,71170,1,0,1891,9,15775,6244,0,6253,22028,1897,4277,0,135,57,0,1627,4071,0,17884,3882,262
Fairfax County,02-Oct-2025 05:00:01,66641,1,0,1983,6,17271,10988,0,10994,28265,1921,4294,0,150,58,0,1609,4082,0,22622,5309,334
Fairfax County,03-Oct-2025 05:00:02,63411,2,0,2059,7,19004,14445,0,14452,33456,1934,4306,0,201,80,0,1572,4064,0,26360,6682,414
Fairfax County,04-Oct-2025 05:00:02,60845,2,0,2140,22,21077,17170,0,17192,38269,1952,4313,0,241,109,0,1549,4039,0,29860,7912,497
Fairfax County,05-Oct-2025 05:00:01,60845,2,0,2139,22,21077,17170,0,17192,38269,1951,4313,0,241,109,0,1549,4039,0,29860,7912,497
Fairfax County,06-Oct-2025 05:00:01,60845,2,0,2139,22,21077,17170,0,17192,38269,1951,4313,0,241,109,0,1549,4039,0,29860,7912,497
Fairfax County,07-Oct-2025 05:00:01,60269,2,0,2262,8,22783,18542,0,18550,41333,1984,4347,0,273,125,0,1545,4048,0,32078,8689,566
Fairfax County,08-Oct-2025 05:00:02,55886,2,0,2312,48,24262,23067,0,23115,47377,2012,4372,0,334,178,0,1511,4013,0,36244,10454,679
Fairfax County,09-Oct-2025 05:00:02,55825,2,0,2373,80,25533,23383,0,23463,48996,2035,4383,0,357,191,0,1507,4013,0,37451,10830,715
Fairfax County,10-Oct-2025 05:00:02,53754,2,0,2427,29,26817,25729,0,25758,52575,2052,4395,0,383,205,0,1489,4005,0,39914,11874,787
Fairfax County,11-Oct-2025 05:00:01,52706,2,0,2495,44,28847,27036,0,27080,55927,2087,4403,0,424,218,0,1478,3996,0,42143,12870,914
Fairfax County,12-Oct-2025 05:00:02,52706,2,0,2495,44,28847,27036,0,27080,55927,2087,4403,0,424,218,0,1478,3996,0,42143,12870,914
Fairfax County,13-Oct-2025 05:00:01,52706,2,0,2495,44,28847,27036,0,27080,55927,2087,4403,0,424,218,0,1478,3996,0,42143,12870,914
Fairfax County,14-Oct-2025 05:00:01,50892,2,0,2607,1,31005,29537,0,29538,60543,2138,4428,0,474,279,0,1477,3953,0,44980,14451,1112
Fairfax County,15-Oct-2025 05:00:02,51193,2,0,2675,44,32732,29532,0,29576,62308,2159,4434,0,491,281,0,1482,3955,0,46195,14927,1186
Fairfax County,16-Oct-2025 05:00:01,49352,2,0,2735,66,34161,31633,0,31699,65860,2179,4461,0,537,341,0,1454,3913,0,48552,16034,1274
Fairfax County,17-Oct-2025 05:00:02,49671,3,0,2808,27,35475,31687,0,31714,67189,2195,4485,0,552,346,0,1455,3923,0,49500,16378,1311
Fairfax County,18-Oct-2025 05:00:02,47777,3,0,2870,56,37354,33786,0,33842,71196,2224,4500,0,601,454,0,1431,3825,0,52103,17628,1465
Fairfax County,19-Oct-2025 05:00:02,47777,3,0,2869,56,37354,33786,0,33842,71196,2223,4500,0,601,454,0,1431,3825,0,52103,17628,1465
Fairfax County,20-Oct-2025 05:00:01,47777,3,0,2869,56,37354,33786,0,33842,71196,2223,4500,0,601,454,0,1431,3825,0,52103,17628,1465
Fairfax County,21-Oct-2025 05:00:02,46600,3,0,3002,45,39151,35722,0,35767,74918,2256,4526,0,637,498,0,1426,3801,0,54587,18750,1581
Fairfax County,22-Oct-2025 05:00:01,43810,3,0,3084,18,40758,38767,0,38785,79543,2283,4525,0,710,593,0,1378,3704,0,57488,20333,1722
Fairfax County,23-Oct-2025 05:00:03,43901,3,0,3149,4,42183,39075,0,39079,81262,2305,4548,0,730,634,0,1379,3684,0,58688,20811,1763
Fairfax County,24-Oct-2025 05:00:02,44174,4,0,3308,23,50195,39075,0,39098,89293,2384,4566,0,799,643,0,1382,3688,0,64732,22626,1935
Fairfax County,25-Oct-2025 05:00:01,41507,3,0,3470,6,59107,42039,0,42045,101152,2469,4604,0,897,797,0,1359,3547,0,72927,25951,2274
Fairfax County,26-Oct-2025 05:00:01,41388,3,11,3625,6,71217,42039,0,42045,113273,2608,4616,0,1036,808,0,1359,3543,0,80975,29633,2665
Fairfax County,27-Oct-2025 05:00:01,41346,3,24,3695,6,76306,42039,0,42045,118375,2663,4625,0,1088,817,0,1359,3539,0,84268,31256,2851
Fairfax County,28-Oct-2025 05:00:02,39153,3,78,3815,6,84223,44104,0,44110,128411,2732,4641,0,1173,887,0,1335,3475,0,91337,33983,3091
Fairfax County,29-Oct-2025 05:00:02,35555,3,131,3934,70,91504,47424,1,47494,139130,2828,4653,0,1325,1015,0,1275,3353,0,98229,37434,3467
Fairfax County,30-Oct-2025 05:00:02,34760,3,168,4038,19,98912,48207,1,48226,147307,2913,4670,0,1417,1058,0,1264,3320,0,103636,39948,3723
Fairfax County,31-Oct-2025 05:00:02,32946,3,206,4145,12,107337,49955,1,49967,157511,3015,4689,0,1547,1146,0,1235,3243,0,110037,43416,4058
Fairfax County,01-Nov-2025 05:00:02,31194,3,263,4296,42,117886,51525,1,51567,169717,3181,4698,0,1733,1206,0,1213,3185,0,117216,47976,4525
Fairfax County,02-Nov-2025 05:00:01,30963,3,404,4563,42,137215,51525,1,51567,189187,3497,4726,0,2049,1235,0,1205,3169,0,127676,56134,5377
Fairfax County,03-Nov-2025 05:00:02,30963,3,441,4563,42,137215,51525,1,51567,189224,3501,4725,0,2052,1235,0,1205,3169,0,127676,56134,5414
Fairfax County,04-Nov-2025 05:00:01,26029,2,441,4563,25,137215,56387,1,56412,194069,3501,4725,0,2096,1299,0,1162,3104,0,129998,58411,5660
Fairfax County,05-Nov-2025 05:00:02,24077,2,441,4564,34,137215,58332,1,58366,196023,3502,4726,0,2145,1403,0,1111,3001,0,130724,59507,5792
Fairfax County,06-Nov-2025 05:00:02,20039,2,441,4564,13,137215,62397,1,62410,200067,3501,4723,0,2169,1457,0,1086,2945,0,132574,61497,5996
Fairfax County,07-Nov-2025 05:00:02,19045,2,441,4564,7,137215,63333,1,63340,200997,3501,4718,0,2183,1493,0,1072,2903,0,132878,62057,6062
Fairfax County,08-Nov-2025 05:00:01,18311,2,441,4572,2,137215,63831,2,63833,201491,3500,4721,0,2206,1541,0,1044,2854,0,132961,62403,6127
Fairfax County,09-Nov-2025 05:00:02,18292,2,441,4590,0,137215,63832,2,63832,201490,3500,4721,0,2206,1541,0,1044,2853,0,132961,62402,6127
Fairfax County,10-Nov-2025 05:00:02,18292,2,441,4591,0,137215,63832,2,63832,201490,3500,4721,0,2206,1541,0,1044,2853,0,132961,62402,6127
Falls Church City,17-Sep-2025 22:01:55,1201,0,0,9,0,0,0,0,0,0,28,251,0,0,0,0,27,250,0,0,0,0
Falls Church City,18-Sep-2025 05:00:02,1201,0,0,11,0,0,0,0,0,0,28,251,0,0,0,0,27,250,0,0,0,0
Falls Church City,19-Sep-2025 05:00:02,1202,0,0,12,0,0,0,0,0,0,28,252,0,0,0,0,27,250,0,0,0,0
Falls Church City,20-Sep-2025 05:00:01,1193,0,0,19,9,96,0,0,9,105,29,253,0,1,2,0,26,248,0,79,26,0
Falls Church City,21-Sep-2025 05:00:03,1193,0,0,19,9,96,0,0,9,105,29,253,0,1,2,0,26,248,0,79,26,0
Falls Church City,22-Sep-2025 05:00:02,1193,0,0,19,9,96,0,0,9,105,29,253,0,1,2,0,26,248,0,79,26,0
Falls Church City,23-Sep-2025 05:00:01,1192,0,0,29,16,175,0,0,16,191,30,253,0,1,4,0,26,244,0,149,39,3
Falls Church City,24-Sep-2025 05:00:01,1173,0,0,29,36,175,0,0,36,211,30,253,0,1,4,0,26,244,0,167,41,3
Falls Church City,25-Sep-2025 05:00:02,1163,0,0,30,47,258,0,0,47,305,31,255,0,2,6,0,26,243,0,240,57,8
Falls Church City,26-Sep-2025 05:00:02,1129,0,0,34,94,314,0,0,94,408,31,258,0,2,8,0,26,243,0,312,87,9
Falls Church City,29-Sep-2025 17:00:02,1111,0,0,35,130,370,0,0,130,500,33,260,0,4,10,0,26,242,0,382,105,13
Falls Church City,29-Sep-2025 17:35:10,1111,0,0,35,130,370,0,0,130,500,33,260,0,4,10,0,26,242,0,382,105,13
Falls Church City,30-Sep-2025 05:00:02,1111,0,0,35,130,370,0,0,130,500,33,260,0,4,10,0,26,242,0,382,105,13
Falls Church City,01-Oct-2025 05:00:02,1103,0,0,40,140,471,0,0,140,611,33,263,0,4,12,0,26,242,0,464,129,18
Falls Church City,02-Oct-2025 05:00:01,1090,0,0,40,154,471,0,0,154,625,33,263,0,5,13,0,25,241,0,471,135,19
Falls Church City,03-Oct-2025 05:00:02,1077,0,0,45,174,575,0,0,174,749,35,268,0,7,15,0,25,243,0,553,172,24
Falls Church City,04-Oct-2025 05:00:02,1040,0,0,47,220,575,0,0,220,795,35,270,0,7,17,0,25,242,0,582,189,24
Falls Church City,05-Oct-2025 05:00:01,1040,0,0,47,220,575,0,0,220,795,35,270,0,7,17,0,25,242,0,582,189,24
Falls Church City,06-Oct-2025 05:00:01,1050,0,0,47,220,575,0,0,220,795,35,272,0,7,17,0,25,244,0,582,189,24
Falls Church City,07-Oct-2025 05:00:01,1019,0,0,52,252,711,0,0,252,963,36,271,0,9,19,0,24,241,0,687,250,26
Falls Church City,08-Oct-2025 05:00:02,1011,0,0,55,258,762,0,0,258,1020,37,272,0,9,19,0,25,242,0,735,258,27
Falls Church City,09-Oct-2025 05:00:02,977,0,0,58,300,803,0,0,300,1103,39,271,0,11,19,0,25,242,0,791,285,27
Falls Church City,10-Oct-2025 05:00:02,936,0,0,59,343,845,0,0,343,1188,39,272,0,11,23,0,25,239,0,841,315,32
Falls Church City,11-Oct-2025 05:00:01,931,0,0,61,352,958,0,0,352,1310,41,274,0,14,24,0,24,240,0,919,350,41
Falls Church City,12-Oct-2025 05:00:02,931,0,0,61,352,958,0,0,352,1310,41,274,0,14,24,0,24,240,0,919,350,41
Falls Church City,13-Oct-2025 05:00:01,931,0,0,61,352,958,0,0,352,1310,41,274,0,14,24,0,24,240,0,919,350,41
Falls Church City,14-Oct-2025 05:00:01,931,0,0,61,352,958,0,0,352,1310,41,274,0,14,24,0,24,240,0,919,350,41
Falls Church City,15-Oct-2025 05:00:02,941,0,0,63,366,1063,0,0,366,1429,42,279,0,15,24,0,24,245,0,986,390,53
Falls Church City,16-Oct-2025 05:00:01,912,0,0,63,400,1132,0,0,400,1532,44,279,0,16,26,0,25,243,0,1055,422,55
Falls Church City,17-Oct-2025 05:00:02,895,0,0,68,417,1189,0,0,417,1606,44,279,0,16,31,0,25,237,0,1102,446,58
Falls Church City,18-Oct-2025 05:00:02,853,0,0,69,460,1294,0,0,460,1754,44,282,0,16,40,0,25,230,0,1190,498,66
Falls Church City,19-Oct-2025 05:00:02,853,0,0,69,460,1294,0,0,460,1754,44,282,0,16,40,0,25,230,0,1190,498,66
Falls Church City,20-Oct-2025 05:00:01,856,0,0,69,460,1294,0,0,460,1754,44,282,0,16,40,0,25,230,0,1190,498,66
Falls Church City,21-Oct-2025 05:00:02,829,0,0,74,499,1378,0,0,499,1877,44,284,0,16,44,0,25,227,0,1272,536,69
Falls Church City,22-Oct-2025 05:00:01,830,0,0,80,507,1452,0,0,507,1959,44,285,0,16,44,0,25,228,0,1332,557,70
Falls Church City,23-Oct-2025 05:00:03,824,0,0,84,518,1528,0,0,518,2046,45,287,0,16,48,0,26,226,0,1377,597,72
Falls Church City,24-Oct-2025 05:00:02,813,0,0,88,533,1633,0,0,533,2166,46,289,0,17,48,0,26,226,0,1458,629,79
Falls Church City,25-Oct-2025 05:00:01,753,0,0,91,596,1756,0,0,596,2352,47,291,0,19,56,0,25,219,0,1571,696,85
Falls Church City,26-Oct-2025 05:00:01,749,0,0,93,601,1939,0,0,601,2540,51,296,0,23,61,0,23,219,0,1675,776,89
Falls Church City,27-Oct-2025 05:00:01,747,0,2,95,601,1995,0,0,601,2598,52,297,0,24,62,0,23,219,0,1705,802,91
Falls Church City,28-Oct-2025 05:00:02,717,0,2,104,424,2109,199,0,623,2734,53,300,0,25,65,0,22,217,0,1796,841,97
Falls Church City,29-Oct-2025 05:00:02,705,0,2,107,309,2263,322,0,631,2896,54,301,0,27,68,0,21,214,0,1903,889,104
Falls Church City,30-Oct-2025 05:00:02,672,0,5,110,337,2450,322,0,659,3114,58,305,0,31,77,0,21,206,0,2035,968,111
Falls Church City,31-Oct-2025 05:00:02,653,0,5,117,345,2643,322,0,667,3315,58,306,0,31,78,0,21,204,0,2169,1028,118
Falls Church City,01-Nov-2025 05:00:02,628,0,5,124,366,2993,323,0,689,3687,60,308,0,33,82,0,21,203,0,2389,1164,134
Falls Church City,02-Nov-2025 05:00:01,577,0,12,144,132,3551,590,0,722,4285,67,313,0,40,95,0,20,193,0,2706,1408,171
Falls Church City,03-Nov-2025 05:00:02,577,0,12,144,132,3551,590,0,722,4285,67,312,0,40,94,0,20,193,0,2706,1408,171
Falls Church City,04-Nov-2025 05:00:01,526,0,12,144,184,3555,590,0,774,4341,67,312,0,40,100,0,20,188,0,2731,1436,174
Falls Church City,05-Nov-2025 05:00:02,455,0,12,144,209,3556,636,0,845,4413,67,312,0,40,101,0,20,187,0,2756,1477,180
Falls Church City,06-Nov-2025 05:00:02,455,0,12,144,209,3556,636,0,845,4413,67,311,0,40,101,0,20,186,0,2756,1477,180
Falls Church City,07-Nov-2025 05:00:02,429,0,12,144,235,3556,636,0,871,4439,67,311,0,40,106,0,20,181,0,2763,1493,183
Falls Church City,08-Nov-2025 05:00:01,420,0,12,144,207,3556,665,0,872,4440,67,311,0,40,106,0,20,176,0,2763,1494,183
Falls Church City,09-Nov-2025 05:00:02,420,0,12,144,207,3556,665,0,872,4440,67,311,0,40,106,0,20,176,0,2763,1494,183
Falls Church City,10-Nov-2025 05:00:02,420,0,12,144,207,3556,665,0,872,4440,67,311,0,40,106,0,20,176,0,2763,1494,183
Loudoun County,17-Sep-2025 22:01:55,23924,1,0,253,0,0,0,0,0,0,347,977,0,0,0,0,343,968,0,0,0,0
Loudoun County,18-Sep-2025 05:00:02,23965,1,0,271,0,0,0,0,0,0,347,975,0,0,0,0,343,964,0,0,0,0
Loudoun County,19-Sep-2025 05:00:02,24023,1,0,296,0,0,0,0,0,0,347,975,0,0,0,0,342,965,0,0,0,0
Loudoun County,20-Sep-2025 05:00:01,24129,1,0,327,0,1054,0,0,0,1054,356,990,0,7,7,0,344,971,0,921,125,8
Loudoun County,21-Sep-2025 05:00:03,24129,1,0,327,0,1054,0,0,0,1054,356,990,0,7,7,0,344,971,0,921,125,8
Loudoun County,22-Sep-2025 05:00:02,24128,1,0,328,0,1054,0,0,0,1054,356,990,0,7,7,0,344,971,0,921,125,8
Loudoun County,23-Sep-2025 05:00:01,24362,1,0,367,1,1815,0,0,1,1816,361,1000,0,8,10,0,348,976,0,1592,210,14
Loudoun County,24-Sep-2025 05:00:01,24443,1,0,405,6,2505,0,0,6,2511,366,1003,0,14,10,0,347,979,0,2198,294,19
Loudoun County,25-Sep-2025 05:00:02,24505,1,0,425,66,3047,0,0,66,3113,367,1008,0,15,11,0,347,982,0,2708,378,27
Loudoun County,26-Sep-2025 05:00:02,24544,0,0,462,130,3621,0,0,130,3751,372,1011,0,17,17,0,348,978,0,3267,450,34
Loudoun County,29-Sep-2025 17:00:02,23215,0,0,509,1675,4348,0,0,1675,6023,376,1019,0,20,27,0,346,970,0,5001,968,54
Loudoun County,29-Sep-2025 17:35:10,23217,0,0,510,1675,4348,0,0,1675,6023,376,1019,0,20,27,0,346,969,0,5001,968,54
Loudoun County,30-Sep-2025 05:00:02,23207,0,0,531,1675,4867,0,0,1675,6542,380,1019,0,23,30,0,345,970,0,5432,1051,59
Loudoun County,01-Oct-2025 05:00:02,22203,0,0,580,2728,5322,0,0,2728,8050,382,1023,0,28,34,0,340,969,0,6586,1387,77
Loudoun County,02-Oct-2025 05:00:01,21251,0,0,623,3764,5856,0,0,3764,9620,384,1028,0,31,42,0,338,965,0,7764,1763,93
Loudoun County,03-Oct-2025 05:00:02,20089,0,0,650,4698,6566,0,0,4698,11264,393,1035,0,41,54,0,319,955,0,9003,2153,108
Loudoun County,04-Oct-2025 05:00:02,19447,0,0,677,5421,7296,0,0,5421,12717,396,1037,0,49,65,0,314,945,0,10094,2488,135
Loudoun County,05-Oct-2025 05:00:01,19447,0,0,677,5421,7296,0,0,5421,12717,396,1037,0,49,65,0,314,945,0,10094,2488,135
Loudoun County,06-Oct-2025 05:00:01,19447,0,0,677,5421,7296,0,0,5421,12717,396,1037,0,49,65,0,314,945,0,10094,2488,135
Loudoun County,07-Oct-2025 05:00:01,18736,0,0,741,6396,7932,0,0,6396,14328,397,1052,0,60,82,0,304,934,0,11260,2905,163
Loudoun County,08-Oct-2025 05:00:02,18460,0,0,780,6709,8479,0,0,6709,15188,398,1065,0,62,89,0,301,937,0,11963,3047,178
Loudoun County,09-Oct-2025 05:00:02,17799,0,0,810,7451,9054,0,0,7451,16505,406,1068,0,71,93,0,296,936,0,12918,3379,208
Loudoun County,10-Oct-2025 05:00:02,17301,0,0,848,8036,9592,0,0,8036,17628,410,1071,0,77,100,0,291,929,0,13724,3678,226
Loudoun County,11-Oct-2025 05:00:01,16980,0,0,901,8505,10614,0,0,8505,19119,421,1070,0,92,100,0,284,928,0,14791,4067,261
Loudoun County,12-Oct-2025 05:00:02,16980,0,0,901,8505,10614,0,0,8505,19119,421,1070,0,92,100,0,284,928,0,14791,4067,261
Loudoun County,13-Oct-2025 05:00:01,16989,0,0,903,8513,10614,0,0,8513,19127,426,1080,0,93,107,0,288,931,0,14794,4072,261
Loudoun County,14-Oct-2025 05:00:01,16985,0,0,909,8520,10614,0,0,8520,19134,430,1083,0,93,114,0,291,927,0,14795,4078,261
Loudoun County,15-Oct-2025 05:00:02,16235,0,1,985,9731,11581,0,0,9731,21313,432,1089,0,103,130,0,283,912,0,16263,4735,315
Loudoun County,16-Oct-2025 05:00:01,16266,0,1,1024,9799,12247,0,0,9799,22047,439,1099,0,107,145,0,285,905,0,16853,4859,335
Loudoun County,17-Oct-2025 05:00:02,15979,0,1,1057,10202,12878,0,0,10202,23081,447,1103,0,116,154,0,281,899,0,17601,5130,350
Loudoun County,18-Oct-2025 05:00:02,15322,0,1,1104,10967,13978,0,0,10967,24946,454,1109,0,127,166,0,276,892,0,18857,5672,417
Loudoun County,19-Oct-2025 05:00:02,15322,0,1,1104,10967,13978,0,0,10967,24946,454,1109,0,127,166,0,276,892,0,18857,5672,417
Loudoun County,20-Oct-2025 05:00:01,15322,0,1,1104,10967,13978,0,0,10967,24946,454,1109,0,127,166,0,276,892,0,18857,5672,417
Loudoun County,21-Oct-2025 05:00:02,14507,0,1,1164,12122,17079,0,0,12122,29202,470,1130,0,144,206,0,275,871,0,21913,6775,514
Loudoun County,22-Oct-2025 05:00:01,14517,0,1,1215,11888,19734,298,0,12186,31921,485,1136,0,159,216,0,273,865,0,23957,7390,574
Loudoun County,23-Oct-2025 05:00:03,14070,0,1,1276,10932,21935,1804,0,12736,34672,502,1141,0,175,226,0,272,858,0,25922,8104,646
Loudoun County,24-Oct-2025 05:00:02,13679,0,1,1337,10122,24478,3120,0,13242,37721,515,1155,0,192,252,0,266,838,0,28029,8956,736
Loudoun County,25-Oct-2025 05:00:01,13410,0,1,1404,9732,27421,3958,0,13690,41112,531,1168,0,212,272,0,259,828,0,30338,9942,832
Loudoun County,26-Oct-2025 05:00:01,12982,0,28,1478,9274,31251,4795,0,14069,45348,551,1179,0,232,285,0,259,823,0,33141,11229,978
Loudoun County,27-Oct-2025 05:00:01,12982,0,28,1478,9274,31251,4795,0,14069,45348,551,1179,0,232,285,0,259,823,0,33141,11229,978
Loudoun County,28-Oct-2025 05:00:02,12115,0,33,1512,10103,33614,4795,0,14898,48545,562,1188,0,247,305,0,255,809,0,35334,12140,1071
Loudoun County,29-Oct-2025 05:00:02,11902,0,42,1550,9176,36516,5900,0,15076,51634,580,1195,0,267,317,0,253,802,0,37442,13021,1171
Loudoun County,30-Oct-2025 05:00:02,11369,0,52,1580,7537,38865,8036,0,15573,54490,599,1200,0,289,336,0,250,786,0,39328,13895,1267
Loudoun County,31-Oct-2025 05:00:02,10688,0,65,1636,4387,42225,11798,0,16185,58475,623,1210,0,316,362,0,245,769,0,41807,15270,1398
Loudoun County,01-Nov-2025 05:00:02,10133,0,90,1689,4441,46548,12256,0,16697,63335,645,1221,0,341,392,0,241,747,0,44911,16830,1594
Loudoun County,02-Nov-2025 05:00:01,9389,0,136,1805,3010,53518,14338,0,17348,71002,701,1235,0,402,410,0,234,739,0,49385,19715,1902
Loudoun County,03-Nov-2025 05:00:02,9389,0,136,1805,3010,53518,14338,0,17348,71002,701,1235,0,402,410,0,234,739,0,49385,19715,1902
Loudoun County,04-Nov-2025 05:00:01,8452,0,136,1807,3967,53518,14337,0,18304,71958,701,1235,0,410,424,0,226,726,0,49809,20181,1968
Loudoun County,05-Nov-2025 05:00:02,8159,0,136,1807,894,53518,17696,0,18590,72244,701,1235,0,412,427,0,224,722,0,49917,20344,1983
Loudoun County,06-Nov-2025 05:00:02,7133,0,136,1807,1919,53518,17696,0,19615,73269,701,1234,0,416,442,0,220,706,0,50327,20899,2043
Loudoun County,07-Nov-2025 05:00:02,6367,0,136,1807,450,53518,19798,0,20248,73902,700,1234,0,417,454,0,218,694,0,50553,21264,2085
Loudoun County,08-Nov-2025 05:00:01,6038,0,136,1807,281,53518,20094,0,20375,74029,700,1234,0,420,467,0,212,680,0,50584,21346,2099
Loudoun County,09-Nov-2025 05:00:02,6038,0,136,1807,281,53518,20094,0,20375,74029,700,1234,0,420,467,0,212,680,0,50584,21346,2099
Loudoun County,10-Nov-2025 05:00:02,6038,0,136,1807,281,53518,20094,0,20375,74029,700,1234,0,420,467,0,212,680,0,50584,21346,2099
Manassas City,17-Sep-2025 22:01:55,1680,0,0,34,0,0,0,0,0,0,38,31,0,0,0,0,37,30,0,0,0,0
Manassas City,18-Sep-2025 05:00:02,1686,0,0,36,0,0,0,0,0,0,38,31,0,0,0,0,37,30,0,0,0,0
Manassas City,19-Sep-2025 05:00:02,1688,0,0,36,0,0,0,0,0,0,38,31,0,0,0,0,37,30,0,0,0,0
Manassas City,20-Sep-2025 05:00:01,1687,0,0,40,0,225,0,0,0,225,39,31,0,1,0,0,37,30,0,206,19,0
Manassas City,21-Sep-2025 05:00:03,1687,0,0,40,0,225,0,0,0,225,39,31,0,1,0,0,37,30,0,206,19,0
Manassas City,22-Sep-2025 05:00:02,1687,0,0,40,0,225,0,0,0,225,39,31,0,1,0,0,37,30,0,206,19,0
Manassas City,23-Sep-2025 05:00:01,1714,0,0,41,0,349,0,0,0,349,40,31,0,2,0,0,37,30,0,310,39,0
Manassas City,24-Sep-2025 05:00:01,1706,0,0,47,5,472,0,0,5,477,41,30,0,3,0,0,37,29,0,423,54,0
Manassas City,25-Sep-2025 05:00:02,1684,0,0,54,36,578,0,0,36,614,41,30,0,3,0,0,37,29,0,538,75,1
Manassas City,26-Sep-2025 05:00:02,1631,0,0,59,93,660,0,0,93,753,42,30,0,5,0,0,36,29,0,650,102,1
Manassas City,29-Sep-2025 17:00:02,1578,0,0,63,157,777,0,0,157,934,45,30,0,8,0,0,35,29,0,790,139,5
Manassas City,29-Sep-2025 17:35:10,1493,0,0,63,242,777,0,0,242,1019,45,30,0,8,0,0,35,29,0,843,169,7
Manassas City,30-Sep-2025 05:00:02,1483,0,0,66,244,865,0,0,244,1109,46,30,0,8,0,0,36,29,0,915,186,8
Manassas City,01-Oct-2025 05:00:02,1443,0,0,68,287,957,0,0,287,1244,48,30,0,10,0,0,36,29,0,1031,205,8
Manassas City,02-Oct-2025 05:00:01,1315,0,0,70,401,1052,0,0,401,1453,48,31,0,11,2,0,35,28,0,1177,263,13
Manassas City,03-Oct-2025 05:00:02,1282,0,0,70,439,1174,0,0,439,1613,48,31,0,12,2,0,34,28,0,1303,295,15
Manassas City,04-Oct-2025 05:00:02,1235,0,0,71,54,1285,438,0,492,1777,48,31,0,12,2,0,34,28,0,1429,333,15
Manassas City,05-Oct-2025 05:00:01,1235,0,0,71,54,1285,438,0,492,1777,48,31,0,12,2,0,34,28,0,1429,333,15
Manassas City,06-Oct-2025 05:00:01,1235,0,0,71,54,1285,438,0,492,1777,48,31,0,12,2,0,34,28,0,1429,333,15
Manassas City,07-Oct-2025 05:00:01,1161,0,0,73,147,1394,438,0,585,1979,48,31,0,12,4,0,34,26,0,1563,400,16
Manassas City,08-Oct-2025 05:00:02,1151,0,0,78,160,1463,438,0,598,2061,48,32,0,12,5,0,34,25,0,1639,406,16
Manassas City,09-Oct-2025 05:00:02,1113,0,0,79,202,1524,438,0,640,2164,49,32,0,13,6,0,34,24,0,1722,426,16
Manassas City,10-Oct-2025 05:00:02,1078,0,0,80,238,1605,438,0,676,2281,49,32,0,14,6,0,33,24,0,1803,459,19
Manassas City,11-Oct-2025 05:00:01,1049,0,0,86,268,1723,438,0,706,2429,50,34,0,15,6,0,33,25,0,1918,489,22
Manassas City,12-Oct-2025 05:00:02,1049,0,0,86,268,1723,438,0,706,2429,50,34,0,15,6,0,33,25,0,1918,489,22
Manassas City,13-Oct-2025 05:00:01,1049,0,0,86,268,1723,438,0,706,2429,50,34,0,15,6,0,33,25,0,1918,489,22
Manassas City,14-Oct-2025 05:00:01,1049,0,0,87,268,1723,438,0,706,2429,50,34,0,15,6,0,33,25,0,1918,489,22
Manassas City,15-Oct-2025 05:00:02,1007,0,0,89,326,1834,438,0,764,2598,51,34,0,18,6,0,31,25,0,2037,532,29
Manassas City,16-Oct-2025 05:00:01,1001,0,0,89,342,1916,438,0,780,2696,53,34,0,19,6,0,32,25,0,2116,551,29
Manassas City,17-Oct-2025 05:00:02,974,0,0,91,371,1987,438,0,809,2796,53,34,0,19,6,0,32,25,0,2189,575,32
Manassas City,18-Oct-2025 05:00:02,911,0,0,93,60,2078,809,0,869,2947,53,34,0,19,6,0,32,25,0,2301,614,32
Manassas City,19-Oct-2025 05:00:02,919,0,0,93,60,2078,809,0,869,2947,53,34,0,19,6,0,32,25,0,2301,614,32
Manassas City,20-Oct-2025 05:00:01,888,0,0,96,90,2159,809,0,899,3058,54,34,0,20,6,0,32,25,0,2381,639,38
Manassas City,21-Oct-2025 05:00:02,856,0,0,101,122,2276,809,0,931,3207,56,34,0,22,6,0,32,25,0,2486,678,43
Manassas City,22-Oct-2025 05:00:01,852,0,0,106,132,2368,809,0,941,3309,56,35,0,22,6,0,32,26,0,2569,695,45
Manassas City,23-Oct-2025 05:00:03,841,0,0,107,151,2482,809,0,960,3442,57,35,0,23,6,0,32,26,0,2666,730,46
Manassas City,24-Oct-2025 05:00:02,834,0,0,109,163,2597,809,0,972,3569,57,36,0,23,7,0,31,25,0,2768,753,48
