SOURCE_LOCALITY,FILEDATE,ISSUED,NOT_ISSUED,PROVISIONAL,DELETED,MARKED,ON_MACHINE,PRE_PROCESSED,FWAB,MAIL_IN,COUNTABLE,MILITARY,OVERSEAS,TEMPORARY,MILITARY_COUNTABLE,OVERSEAS_COUNTABLE,TEMPORARY_COUNTABLE,MILITARY_ISSUED,OVERSEAS_ISSUED,TEMPORARY_ISSUED,COUNTABLE_HIGH_PROP_NG,COUNTABLE_MED_PROP_NG,COUNTABLE_ZERO_PROP_NG
ALEXANDRIA CITY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
ALEXANDRIA CITY,29-Aug-2024 11:29:28,0,2037,0,164,0,0,0,0,0,0,67,366,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,30-Aug-2024 06:00:01,0,2118,0,167,0,0,0,0,0,0,68,370,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,31-Aug-2024 06:00:01,0,10066,0,695,0,0,0,0,0,0,164,912,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,01-Sep-2024 06:00:01,0,10066,0,695,0,0,0,0,0,0,164,912,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,02-Sep-2024 06:00:01,0,10066,0,695,0,0,0,0,0,0,164,912,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,03-Sep-2024 06:00:02,0,10066,0,695,0,0,0,0,0,0,164,912,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,04-Sep-2024 06:00:02,0,10160,0,717,0,0,0,0,0,0,164,912,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,05-Sep-2024 06:00:01,0,10259,0,754,0,0,0,0,0,0,170,932,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,06-Sep-2024 06:00:02,0,10286,0,766,0,0,0,0,0,0,173,941,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,07-Sep-2024 06:00:01,0,10325,0,779,0,0,0,0,0,0,175,950,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,08-Sep-2024 06:00:02,0,10325,0,779,0,0,0,0,0,0,175,950,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,09-Sep-2024 06:00:01,0,10325,0,779,0,0,0,0,0,0,175,950,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,10-Sep-2024 06:00:02,0,10452,0,826,0,0,0,0,0,0,181,967,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,11-Sep-2024 06:00:01,0,10534,0,853,0,0,0,0,0,0,186,982,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,12-Sep-2024 06:00:01,0,10646,0,874,0,0,0,0,0,0,190,991,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,13-Sep-2024 06:00:01,0,10691,0,888,0,0,0,0,0,0,192,991,0,0,0,0,0,0,0,0,0,0
ALEXANDRIA CITY,14-Sep-2024 06:00:01,10976,0,0,909,0,0,0,0,0,0,196,1013,0,0,0,0,165,710,0,0,0,0
ALEXANDRIA CITY,15-Sep-2024 06:00:01,10976,0,0,909,0,0,0,0,0,0,196,1013,0,0,0,0,165,710,0,0,0,0
ALEXANDRIA CITY,16-Sep-2024 06:00:01,10976,0,0,909,0,0,0,0,0,0,196,1013,0,0,0,0,165,710,0,0,0,0
ALEXANDRIA CITY,17-Sep-2024 06:00:01,11173,0,0,922,0,0,0,1,0,1,202,1028,0,0,0,0,170,724,0,0,1,0
ALEXANDRIA CITY,18-Sep-2024 06:00:01,11210,0,0,933,0,0,0,1,0,1,207,1056,0,0,0,0,175,748,0,0,1,0
ALEXANDRIA CITY,19-Sep-2024 06:00:01,11451,0,0,952,0,0,0,2,0,2,210,1064,0,0,1,0,178,753,0,0,2,0
ALEXANDRIA CITY,20-Sep-2024 06:00:01,11536,0,0,960,0,0,0,2,0,2,212,1069,0,0,1,0,180,758,0,0,2,0
ALEXANDRIA CITY,21-Sep-2024 06:00:01,11592,0,0,1034,0,1168,0,2,0,1170,223,1101,0,6,4,0,184,783,0,902,222,46
ALEXANDRIA CITY,22-Sep-2024 06:00:01,11590,0,0,1036,0,1168,0,2,0,1170,223,1101,0,6,4,0,184,783,0,902,222,46
ALEXANDRIA CITY,23-Sep-2024 06:00:01,11590,0,0,1036,0,1168,0,2,0,1170,223,1101,0,6,4,0,184,783,0,902,222,46
ALEXANDRIA CITY,24-Sep-2024 06:00:02,11775,0,0,1075,0,1738,0,2,0,1740,226,1126,0,6,4,0,187,806,0,1331,333,76
ALEXANDRIA CITY,25-Sep-2024 06:00:01,11838,0,0,1097,20,2195,0,3,20,2218,232,1139,0,7,6,0,192,817,0,1706,417,95
ALEXANDRIA CITY,26-Sep-2024 06:00:02,11839,0,0,1129,64,2542,0,3,64,2609,234,1152,0,9,9,0,189,821,0,1995,497,117
ALEXANDRIA CITY,27-Sep-2024 06:00:01,11492,0,0,1141,449,2843,0,3,449,3295,235,1159,0,16,15,0,183,822,0,2457,673,165
ALEXANDRIA CITY,28-Sep-2024 07:31:19,11064,0,0,1167,917,3282,1,4,918,4204,238,1177,0,21,27,0,180,827,0,3077,909,218
ALEXANDRIA CITY,29-Sep-2024 06:00:01,11001,0,0,1167,980,3282,1,4,981,4267,238,1177,0,21,27,0,180,827,0,3124,922,221
ALEXANDRIA CITY,30-Sep-2024 06:00:01,10956,0,0,1167,1025,3282,1,4,1026,4312,238,1177,0,21,27,0,180,827,0,3159,930,223
ALEXANDRIA CITY,01-Oct-2024 06:00:02,10106,0,0,1196,1957,3619,7,4,1964,5587,244,1186,0,26,36,0,181,824,0,3994,1280,313
ALEXANDRIA CITY,02-Oct-2024 06:00:01,10166,0,0,1223,2102,3909,1,4,2103,6016,252,1208,0,34,47,0,179,834,0,4283,1395,338
ALEXANDRIA CITY,03-Oct-2024 06:00:02,9783,0,0,1254,2619,4266,0,5,2619,6890,256,1220,0,39,60,0,177,829,0,4836,1641,413
ALEXANDRIA CITY,04-Oct-2024 06:00:01,9578,0,0,1272,2909,4689,0,5,2909,7603,257,1227,0,46,86,0,169,810,0,5283,1845,475
ALEXANDRIA CITY,05-Oct-2024 06:00:02,9353,0,0,1301,3237,5236,0,5,3237,8478,264,1239,0,59,109,0,164,797,0,5842,2102,534
ALEXANDRIA CITY,06-Oct-2024 06:00:01,9179,0,0,1326,3489,6084,0,5,3489,9578,274,1246,0,65,113,0,167,799,0,6513,2417,648
ALEXANDRIA CITY,07-Oct-2024 06:00:01,9179,0,0,1326,3489,6084,0,5,3489,9578,274,1246,0,65,113,0,167,799,0,6513,2417,648
ALEXANDRIA CITY,08-Oct-2024 06:00:01,8842,0,0,1353,4037,6505,0,5,4037,10547,282,1259,0,82,164,0,158,759,0,7077,2724,746
ALEXANDRIA CITY,09-Oct-2024 06:00:02,8884,0,0,1375,4114,6800,0,7,4114,10921,290,1272,0,85,178,0,163,755,0,7307,2838,776
ALEXANDRIA CITY,10-Oct-2024 06:00:01,8677,0,0,1392,4514,7130,0,7,4514,11651,299,1289,0,90,197,0,166,752,0,7725,3069,857
ALEXANDRIA CITY,11-Oct-2024 06:00:01,8532,0,0,1418,4716,7439,1,8,4717,12164,303,1294,0,93,207,0,165,745,0,8028,3224,912
ALEXANDRIA CITY,12-Oct-2024 06:00:02,8345,0,0,1455,5024,8007,0,8,5024,13039,315,1305,0,102,262,0,166,701,0,8496,3520,1023
ALEXANDRIA CITY,13-Oct-2024 06:00:01,8147,0,0,1494,5283,8898,0,10,5283,14191,322,1313,0,105,289,0,169,678,0,9099,3905,1187
ALEXANDRIA CITY,14-Oct-2024 06:00:01,8121,0,0,1494,5322,8898,0,10,5322,14230,322,1313,0,105,289,0,169,678,0,9125,3914,1191
ALEXANDRIA CITY,15-Oct-2024 06:00:01,8219,0,0,1539,4913,9549,447,10,5360,14919,336,1323,0,120,296,0,168,679,0,9510,4134,1275
ALEXANDRIA CITY,16-Oct-2024 06:00:01,8001,0,0,1578,4993,9969,711,10,5704,15683,347,1338,0,124,297,0,172,690,0,9916,4396,1371
ALEXANDRIA CITY,17-Oct-2024 06:00:01,7896,0,6,1611,4549,10387,1371,10,5920,16323,349,1349,0,139,354,0,159,642,0,10232,4621,1470
ALEXANDRIA CITY,18-Oct-2024 06:00:01,7639,0,11,1646,3120,10758,3160,10,6280,17059,353,1355,0,144,379,0,157,620,0,10598,4876,1585
ALEXANDRIA CITY,19-Oct-2024 06:00:02,7295,0,22,1660,2924,10758,3766,13,6690,17483,361,1365,0,151,428,0,158,580,0,10758,5062,1663
ALEXANDRIA CITY,20-Oct-2024 06:00:02,7321,0,34,1719,2924,12483,3766,13,6690,19220,371,1374,0,159,435,0,160,579,0,11699,5608,1913
ALEXANDRIA CITY,21-Oct-2024 06:00:01,7292,0,34,1719,2953,12483,3766,13,6719,19249,371,1374,0,160,436,0,159,578,0,11710,5618,1921
ALEXANDRIA CITY,22-Oct-2024 06:00:01,7162,0,34,1774,2872,14125,4116,13,6988,21160,387,1389,0,174,446,0,161,582,0,12753,6251,2156
ALEXANDRIA CITY,23-Oct-2024 06:00:01,6792,0,59,1817,1840,15501,5615,14,7455,23029,411,1413,0,209,558,0,151,489,0,13674,6914,2441
ALEXANDRIA CITY,24-Oct-2024 05:00:02,6286,0,78,1870,2405,16777,5615,15,8020,24890,429,1419,0,224,590,0,151,462,0,14545,7585,2760
ALEXANDRIA CITY,25-Oct-2024 05:00:01,6042,0,106,1916,2713,18100,5615,17,8328,26551,445,1427,0,242,623,0,149,435,0,15299,8215,3037
ALEXANDRIA CITY,26-Oct-2024 05:00:01,5840,0,143,1974,3001,19524,5615,17,8616,28300,463,1440,0,256,651,0,153,417,0,16081,8841,3378
ALEXANDRIA CITY,27-Oct-2024 05:00:01,5470,0,165,2057,3304,22420,5615,18,8919,31522,490,1453,0,292,697,0,141,383,0,17481,10047,3994
ALEXANDRIA CITY,28-Oct-2024 05:00:01,5432,0,201,2092,3319,23659,5615,18,8934,32812,492,1457,0,294,701,0,141,382,0,18019,10527,4266
ALEXANDRIA CITY,29-Oct-2024 05:00:01,5058,0,236,2147,3656,25339,5615,18,9271,34864,502,1457,0,312,722,0,132,361,0,18759,11391,4714
ALEXANDRIA CITY,30-Oct-2024 05:00:02,4850,0,288,2186,3825,26890,5615,18,9440,36636,515,1459,0,325,726,0,131,359,0,19394,12117,5125
ALEXANDRIA CITY,31-Oct-2024 05:00:01,4302,0,350,2257,4316,28585,5615,24,9931,38890,528,1462,0,347,775,0,122,315,0,20166,13032,5692
ALEXANDRIA CITY,01-Nov-2024 05:00:02,3929,0,435,2325,4354,30334,5881,25,10235,41029,542,1469,0,361,783,0,121,311,0,20884,13904,6241
ALEXANDRIA CITY,02-Nov-2024 05:00:02,3817,0,547,2385,3682,32273,6624,25,10306,43151,552,1472,0,382,816,0,110,281,0,21599,14773,6779
ALEXANDRIA CITY,03-Nov-2024 05:00:02,3472,0,751,2495,3944,36362,6624,25,10568,47706,585,1478,0,416,822,0,109,281,0,22878,16778,8050
ALEXANDRIA CITY,04-Nov-2024 05:00:02,3325,0,828,2496,4080,36362,6624,25,10704,47919,585,1477,0,427,839,0,98,263,0,22909,16842,8168
ALEXANDRIA CITY,05-Nov-2024 05:00:02,2440,1,828,2498,1894,36363,9707,25,11601,48817,585,1477,0,452,893,0,73,209,0,23071,17301,8445
ALEXANDRIA CITY,06-Nov-2024 05:00:02,2126,1,828,2498,2208,36363,9707,25,11915,49131,585,1477,0,452,893,0,73,209,0,23131,17458,8542
ALEXANDRIA CITY,07-Nov-2024 05:00:01,1801,1,828,2498,2526,36363,9707,25,12233,49449,585,1477,0,453,893,0,72,209,0,23191,17635,8623
ALEXANDRIA CITY,08-Nov-2024 05:00:01,1495,1,828,2498,2816,36363,9707,40,12523,49754,587,1481,0,478,937,0,50,169,0,23223,17802,8729
ALEXANDRIA CITY,09-Nov-2024 05:00:01,1457,1,828,2498,2860,36363,9707,44,12567,49802,593,1482,0,484,948,0,50,158,0,23228,17830,8744
ALEXANDRIA CITY,10-Nov-2024 05:00:01,1457,1,828,2498,2860,36363,9707,44,12567,49802,593,1482,0,484,948,0,50,158,0,23228,17830,8744
ALEXANDRIA CITY,11-Nov-2024 05:00:01,1457,1,828,2498,2860,36363,9707,44,12567,49802,593,1482,0,484,948,0,50,158,0,23228,17830,8744
ARLINGTON COUNTY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
ARLINGTON COUNTY,29-Aug-2024 11:29:28,0,4190,0,417,0,0,0,0,0,0,111,846,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,30-Aug-2024 06:00:01,0,4250,0,427,0,0,0,0,0,0,112,859,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,31-Aug-2024 06:00:01,0,4346,0,450,0,0,0,0,0,0,114,879,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,01-Sep-2024 06:00:01,0,4346,0,450,0,0,0,0,0,0,114,879,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,02-Sep-2024 06:00:01,0,4346,0,450,0,0,0,0,0,0,114,879,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,03-Sep-2024 06:00:02,0,4346,0,450,0,0,0,0,0,0,114,879,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,04-Sep-2024 06:00:02,0,4594,0,483,0,0,0,0,0,0,120,911,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,05-Sep-2024 06:00:01,0,4701,0,497,0,0,0,0,0,0,124,936,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,06-Sep-2024 06:00:02,0,4843,0,524,0,0,0,0,0,0,131,966,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,07-Sep-2024 06:00:01,0,4946,0,540,0,0,0,0,0,0,134,988,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,08-Sep-2024 06:00:02,0,4946,0,540,0,0,0,0,0,0,134,988,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,09-Sep-2024 06:00:01,0,4946,0,540,0,0,0,0,0,0,134,988,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,10-Sep-2024 06:00:02,0,5191,0,572,0,0,0,0,0,0,141,1018,0,0,0,0,0,0,0,0,0,0
ARLINGTON COUNTY,11-Sep-2024 06:00:01,0,16919,2,1593,0,0,0,0,0,2,266,2052,0,0,1,0,0,0,0,0,2,0
ARLINGTON COUNTY,12-Sep-2024 06:00:01,0,17193,2,1709,0,0,0,0,0,2,278,2094,0,0,1,0,0,0,0,0,2,0
ARLINGTON COUNTY,13-Sep-2024 06:00:01,15580,1914,2,1789,0,0,0,0,0,2,278,2150,0,0,1,0,132,316,0,0,2,0
ARLINGTON COUNTY,14-Sep-2024 06:00:01,15682,1928,2,1823,0,0,0,0,0,2,280,2166,0,0,1,0,132,318,0,0,2,0
ARLINGTON COUNTY,15-Sep-2024 06:00:01,15682,1928,2,1823,0,0,0,0,0,2,280,2166,0,0,1,0,132,318,0,0,2,0
ARLINGTON COUNTY,16-Sep-2024 06:00:01,15681,1928,2,1824,0,0,0,0,0,2,280,2166,0,0,1,0,132,318,0,0,2,0
ARLINGTON COUNTY,17-Sep-2024 06:00:01,15993,1974,0,1910,0,1,0,0,0,1,291,2214,0,0,0,0,139,329,0,0,1,0
ARLINGTON COUNTY,18-Sep-2024 06:00:01,16182,2012,0,1939,0,1,0,0,0,1,294,2243,0,0,0,0,140,331,0,0,1,0
ARLINGTON COUNTY,19-Sep-2024 06:00:01,16397,2064,0,2000,0,0,0,0,0,0,303,2288,0,0,0,0,145,336,0,0,0,0
ARLINGTON COUNTY,20-Sep-2024 06:00:01,16592,2118,0,2072,0,0,0,0,0,0,306,2335,0,0,0,0,146,343,0,0,0,0
ARLINGTON COUNTY,21-Sep-2024 06:00:01,18856,1,0,2245,0,2048,0,0,0,2048,330,2360,0,19,13,0,253,1663,0,1422,486,140
ARLINGTON COUNTY,22-Sep-2024 06:00:01,18855,1,0,2246,0,2048,0,0,0,2048,330,2360,0,19,13,0,253,1663,0,1422,486,140
ARLINGTON COUNTY,23-Sep-2024 06:00:01,18855,1,0,2246,0,2048,0,0,0,2048,330,2360,0,19,13,0,253,1663,0,1422,486,140
ARLINGTON COUNTY,24-Sep-2024 06:00:02,19222,1,0,2441,6,3155,0,0,6,3161,359,2428,0,34,17,0,262,1716,0,2195,747,219
ARLINGTON COUNTY,25-Sep-2024 06:00:01,19378,1,0,2531,6,3848,0,0,6,3854,364,2455,0,38,19,0,262,1733,0,2664,912,278
ARLINGTON COUNTY,26-Sep-2024 06:00:02,19431,1,0,2602,79,4456,0,0,79,4535,369,2484,0,43,27,0,262,1747,0,3136,1069,330
ARLINGTON COUNTY,27-Sep-2024 06:00:01,19222,1,0,2659,413,4998,0,0,413,5411,374,2512,0,46,30,0,264,1765,0,3728,1294,389
ARLINGTON COUNTY,28-Sep-2024 07:31:19,19047,1,0,2770,548,5900,0,0,548,6448,386,2547,0,55,32,0,264,1791,0,4425,1547,476
ARLINGTON COUNTY,29-Sep-2024 06:00:01,19046,1,0,2772,548,5900,0,0,548,6448,386,2547,0,55,32,0,264,1791,0,4425,1547,476
ARLINGTON COUNTY,30-Sep-2024 06:00:01,19046,1,0,2772,548,5900,0,0,548,6448,386,2547,0,55,32,0,264,1791,0,4425,1547,476
ARLINGTON COUNTY,01-Oct-2024 06:00:02,18935,1,0,2880,931,6495,0,0,931,7426,396,2592,0,66,55,0,261,1801,0,5051,1797,578
ARLINGTON COUNTY,02-Oct-2024 06:00:01,17697,1,0,2949,2371,6495,0,0,2371,8866,400,2637,0,82,78,0,250,1811,0,5913,2243,710
ARLINGTON COUNTY,03-Oct-2024 06:00:02,17646,1,0,3059,2580,7370,0,1,2580,9951,418,2676,0,92,87,0,253,1827,0,6640,2508,803
ARLINGTON COUNTY,04-Oct-2024 06:00:01,17638,1,0,3170,2712,8050,0,1,2712,10763,436,2730,0,106,102,0,256,1857,0,7124,2764,875
ARLINGTON COUNTY,05-Oct-2024 06:00:02,16722,1,0,3293,3747,8955,0,1,3747,12703,453,2774,0,121,151,0,255,1840,0,8276,3363,1064
ARLINGTON COUNTY,06-Oct-2024 06:00:01,16722,1,0,3296,3747,8955,0,1,3747,12703,453,2774,0,121,151,0,255,1840,0,8276,3363,1064
ARLINGTON COUNTY,07-Oct-2024 06:00:01,16722,1,0,3296,3747,8955,0,1,3747,12703,453,2774,0,121,151,0,255,1840,0,8276,3363,1064
ARLINGTON COUNTY,08-Oct-2024 06:00:01,16765,1,0,3430,4134,8955,0,1,4134,13090,464,2831,0,131,223,0,256,1808,0,8486,3501,1103
ARLINGTON COUNTY,09-Oct-2024 06:00:02,16311,1,0,3569,4785,10216,0,1,4785,15002,487,2873,0,154,241,0,254,1824,0,9643,4018,1341
ARLINGTON COUNTY,10-Oct-2024 06:00:01,15427,1,0,3657,5930,10718,0,1,5930,16649,499,2905,0,168,367,0,250,1724,0,10513,4600,1536
ARLINGTON COUNTY,11-Oct-2024 06:00:01,14972,0,0,3728,6558,11309,0,1,6558,17868,517,2937,0,185,467,0,250,1649,0,11165,5005,1698
ARLINGTON COUNTY,12-Oct-2024 06:00:02,15031,0,0,3897,6572,12540,0,1,6572,19113,534,2949,0,203,474,0,246,1651,0,11840,5348,1925
ARLINGTON COUNTY,13-Oct-2024 06:00:01,15032,0,0,3899,6572,12540,0,1,6572,19113,534,2951,0,203,474,0,246,1653,0,11840,5348,1925
ARLINGTON COUNTY,14-Oct-2024 06:00:01,15032,0,0,3899,6572,12540,0,1,6572,19113,534,2951,0,203,474,0,246,1653,0,11840,5348,1925
ARLINGTON COUNTY,15-Oct-2024 06:00:01,14732,0,0,4092,7163,13509,0,3,7163,20675,552,2977,0,217,584,0,248,1562,0,12650,5872,2153
ARLINGTON COUNTY,16-Oct-2024 06:00:01,14151,0,0,4233,7931,14270,0,3,7931,22204,563,3018,0,232,613,0,242,1567,0,13389,6398,2417
ARLINGTON COUNTY,17-Oct-2024 06:00:01,14076,0,0,4408,8221,16152,0,3,8221,24376,589,3044,0,257,711,0,243,1489,0,14703,7024,2649
ARLINGTON COUNTY,18-Oct-2024 06:00:01,13589,0,0,4465,8791,16152,0,3,8791,24946,589,3064,0,270,821,0,226,1391,0,14942,7257,2747
ARLINGTON COUNTY,19-Oct-2024 06:00:02,13470,0,0,4679,8918,19868,0,4,8918,28790,641,3101,0,319,838,0,228,1403,0,17245,8313,3232
ARLINGTON COUNTY,20-Oct-2024 06:00:02,13464,0,0,4791,8918,22916,0,4,8918,31838,671,3113,0,350,849,0,227,1403,0,18922,9248,3668
ARLINGTON COUNTY,21-Oct-2024 06:00:01,13490,0,0,4853,8918,24455,0,4,8918,33377,682,3115,0,361,851,0,226,1403,0,19750,9735,3892
ARLINGTON COUNTY,22-Oct-2024 06:00:01,12869,0,86,4999,9696,26087,0,6,9696,35875,709,3158,0,386,911,0,227,1375,0,21024,10530,4321
ARLINGTON COUNTY,23-Oct-2024 06:00:01,12058,0,87,5129,10634,27633,0,6,10634,38360,723,3183,0,403,1047,0,223,1259,0,22246,11382,4732
ARLINGTON COUNTY,24-Oct-2024 05:00:02,11813,0,112,5242,8288,29304,2691,6,10979,40401,740,3197,0,422,1099,0,221,1218,0,23280,12078,5043
ARLINGTON COUNTY,25-Oct-2024 05:00:01,11186,0,171,5287,6916,29304,4829,11,11745,41231,749,3230,0,435,1282,0,214,1054,0,23541,12446,5244
ARLINGTON COUNTY,26-Oct-2024 05:00:01,10766,0,206,5468,6170,33612,6116,11,12286,46115,813,3251,0,498,1353,0,211,1003,0,25845,14106,6164
ARLINGTON COUNTY,27-Oct-2024 05:00:01,10766,0,270,5470,6170,33612,6116,11,12286,46179,813,3256,0,498,1353,0,211,1006,0,25845,14116,6218
ARLINGTON COUNTY,28-Oct-2024 05:00:01,10669,0,270,5599,6170,38260,6116,11,12286,50827,871,3270,0,557,1367,0,209,1005,0,28052,15658,7117
ARLINGTON COUNTY,29-Oct-2024 05:00:01,9336,0,351,5689,6198,40799,7360,14,13558,54722,898,3299,0,611,1510,0,183,888,0,29571,17178,7973
ARLINGTON COUNTY,30-Oct-2024 05:00:02,8510,0,436,5812,5692,43390,8618,19,14310,58155,931,3319,0,655,1552,0,171,862,0,30860,18502,8793
ARLINGTON COUNTY,31-Oct-2024 05:00:01,7821,0,534,5896,5133,46189,9795,19,14928,61670,969,3329,0,699,1657,0,165,761,0,32087,19915,9668
ARLINGTON COUNTY,01-Nov-2024 05:00:02,6953,0,655,5993,3614,48982,12100,19,15714,65370,992,3334,0,733,1713,0,154,708,0,33240,21368,10762
ARLINGTON COUNTY,02-Nov-2024 05:00:02,6341,0,765,6112,3927,53419,12315,18,16242,70444,1044,3348,0,795,1829,0,143,598,0,34978,23380,12086
ARLINGTON COUNTY,03-Nov-2024 05:00:02,6262,0,1006,6232,3927,58073,12315,18,16242,75339,1103,3360,0,854,1842,0,143,597,0,36483,25386,13470
ARLINGTON COUNTY,04-Nov-2024 05:00:02,6262,0,1008,6234,3927,58073,12315,18,16242,75341,1103,3360,0,854,1842,0,143,597,0,36483,25387,13471
ARLINGTON COUNTY,05-Nov-2024 05:00:02,5789,0,1105,6251,4414,58073,12315,25,16729,75932,1104,3380,0,878,1948,0,120,503,0,36560,25671,13701
ARLINGTON COUNTY,06-Nov-2024 05:00:02,3637,0,1110,6251,6592,58073,12315,22,18907,78112,1104,3380,0,922,2074,0,77,384,0,37028,26691,14393
ARLINGTON COUNTY,07-Nov-2024 05:00:01,3436,0,1117,6251,6767,58073,12315,22,19082,78294,1104,3380,0,923,2084,0,75,373,0,37076,26776,14442
ARLINGTON COUNTY,08-Nov-2024 05:00:01,2588,0,1117,6251,7568,58073,12315,21,19883,79094,1104,3380,0,934,2098,0,65,359,0,37243,27158,14693
ARLINGTON COUNTY,09-Nov-2024 05:00:01,2380,0,1117,6285,7828,58073,12325,4,20153,79347,1110,3429,0,951,2182,0,54,303,0,37256,27306,14785
ARLINGTON COUNTY,10-Nov-2024 05:00:01,2380,0,1117,6285,7828,58073,12325,4,20153,79347,1110,3429,0,951,2182,0,54,303,0,37256,27306,14785
ARLINGTON COUNTY,11-Nov-2024 05:00:01,2380,0,1117,6285,7828,58073,12325,4,20153,79347,1110,3429,0,951,2182,0,54,303,0,37256,27306,14785
FAIRFAX CITY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
FAIRFAX CITY,29-Aug-2024 11:29:28,0,1335,0,37,0,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0
FAIRFAX CITY,30-Aug-2024 06:00:01,0,1347,0,37,0,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0
FAIRFAX CITY,31-Aug-2024 06:00:01,1425,5,0,53,0,0,0,0,0,0,10,50,0,0,0,0,10,44,0,0,0,0
FAIRFAX CITY,01-Sep-2024 06:00:01,1425,5,0,53,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,02-Sep-2024 06:00:01,1425,5,0,53,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,03-Sep-2024 06:00:02,1425,5,0,53,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,04-Sep-2024 06:00:02,1479,3,0,60,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,05-Sep-2024 06:00:01,1510,3,0,73,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,06-Sep-2024 06:00:02,1520,3,0,79,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,07-Sep-2024 06:00:01,1524,2,0,85,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,08-Sep-2024 06:00:02,1524,2,0,85,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,09-Sep-2024 06:00:01,1524,2,0,85,0,0,0,0,0,0,11,50,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,10-Sep-2024 06:00:02,1524,2,0,86,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,11-Sep-2024 06:00:01,1524,2,0,86,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,12-Sep-2024 06:00:01,1524,2,0,86,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,13-Sep-2024 06:00:01,1527,2,0,86,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,14-Sep-2024 06:00:01,1534,2,0,87,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,15-Sep-2024 06:00:01,1534,2,0,87,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,16-Sep-2024 06:00:01,1534,2,0,87,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,17-Sep-2024 06:00:01,1565,2,0,93,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,18-Sep-2024 06:00:01,1604,2,0,93,0,0,0,0,0,0,11,51,0,0,0,0,11,44,0,0,0,0
FAIRFAX CITY,19-Sep-2024 06:00:01,1641,2,0,96,0,0,0,0,0,0,11,52,0,0,0,0,11,45,0,0,0,0
