SOURCE_LOCALITY,FILEDATE,ISSUED,NOT_ISSUED,PROVISIONAL,DELETED,MARKED,ON_MACHINE,PRE_PROCESSED,FWAB,MAIL_IN,COUNTABLE,MILITARY,OVERSEAS,TEMPORARY,MILITARY_COUNTABLE,OVERSEAS_COUNTABLE,TEMPORARY_COUNTABLE,MILITARY_ISSUED,OVERSEAS_ISSUED,TEMPORARY_ISSUED,COUNTABLE_HIGH_PROP_NG,COUNTABLE_MED_PROP_NG,COUNTABLE_ZERO_PROP_NG
ALEXANDRIA CITY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
MANASSAS CITY,06-Sep-2024 06:00:02,0,1724,0,69,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0
MANASSAS CITY,07-Sep-2024 06:00:01,0,1727,0,70,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,0,0,0
MANASSAS CITY,08-Sep-2024 06:00:02,0,1727,0,70,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,0,0,0
MANASSAS CITY,09-Sep-2024 06:00:01,0,1727,0,70,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,0,0,0
MANASSAS CITY,10-Sep-2024 06:00:02,0,1738,0,70,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0
MANASSAS CITY,11-Sep-2024 06:00:01,0,1746,0,71,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0
MANASSAS CITY,12-Sep-2024 06:00:01,1705,59,0,76,0,0,0,0,0,0,23,23,0,0,0,0,16,2,0,0,0,0
MANASSAS CITY,13-Sep-2024 06:00:01,1726,60,0,76,0,0,0,0,0,0,23,24,0,0,0,0,16,2,0,0,0,0
MANASSAS CITY,14-Sep-2024 06:00:01,1748,60,0,78,0,0,0,0,0,0,24,23,0,0,0,0,17,2,0,0,0,0
MANASSAS CITY,15-Sep-2024 06:00:01,1750,61,0,79,0,0,0,0,0,0,24,23,0,0,0,0,17,2,0,0,0,0
MANASSAS CITY,16-Sep-2024 06:00:01,1750,61,0,79,0,0,0,0,0,0,24,23,0,0,0,0,17,2,0,0,0,0
MANASSAS CITY,17-Sep-2024 06:00:01,1750,61,0,79,0,0,0,0,0,0,24,23,0,0,0,0,17,2,0,0,0,0
MANASSAS CITY,18-Sep-2024 06:00:01,1761,64,0,79,0,0,0,0,0,0,25,23,0,0,0,0,18,2,0,0,0,0
MANASSAS CITY,19-Sep-2024 06:00:01,1847,0,0,83,0,0,0,0,0,0,25,22,0,0,0,0,22,21,0,0,0,0
MANASSAS CITY,20-Sep-2024 06:00:01,1855,0,0,83,0,0,0,0,0,0,25,22,0,0,0,0,22,21,0,0,0,0
MANASSAS CITY,21-Sep-2024 06:00:01,1844,0,0,94,0,415,0,0,0,415,31,22,0,6,0,0,22,21,0,338,65,12
MANASSAS CITY,22-Sep-2024 06:00:01,1865,0,0,95,0,415,0,0,0,415,31,23,0,6,0,0,22,21,0,338,65,12
MANASSAS CITY,23-Sep-2024 06:00:01,1865,0,0,95,0,415,0,0,0,415,31,23,0,6,0,0,22,21,0,338,65,12
MANASSAS CITY,24-Sep-2024 06:00:02,1861,0,0,108,0,590,0,0,0,590,33,23,0,6,0,0,24,21,0,492,83,15
MANASSAS CITY,25-Sep-2024 06:00:01,1856,0,0,120,13,725,0,0,13,738,33,26,0,6,0,0,24,23,0,624,95,19
MANASSAS CITY,26-Sep-2024 06:00:02,1819,0,0,127,35,875,0,0,35,910,33,26,0,6,0,0,24,23,0,763,123,24
MANASSAS CITY,27-Sep-2024 06:00:01,1748,0,0,138,105,1014,0,0,105,1119,36,30,0,10,0,0,23,25,0,921,172,26
MANASSAS CITY,28-Sep-2024 07:31:19,1699,0,0,146,156,1139,0,0,156,1295,36,31,0,11,0,0,22,26,0,1049,212,34
MANASSAS CITY,29-Sep-2024 06:00:01,1699,0,0,146,156,1139,0,0,156,1295,36,31,0,11,0,0,22,26,0,1049,212,34
MANASSAS CITY,30-Sep-2024 06:00:01,1699,0,0,146,156,1139,0,0,156,1295,36,31,0,11,0,0,22,26,0,1049,212,34
MANASSAS CITY,01-Oct-2024 06:00:02,1500,0,0,151,368,1266,0,0,368,1634,39,31,0,14,1,0,22,25,0,1303,289,42
MANASSAS CITY,02-Oct-2024 06:00:01,1496,0,0,157,383,1370,0,0,383,1753,40,32,0,14,1,0,23,26,0,1402,303,48
MANASSAS CITY,03-Oct-2024 06:00:02,1437,0,0,160,441,1480,0,0,441,1921,40,33,0,15,1,0,22,27,0,1528,337,56
MANASSAS CITY,04-Oct-2024 06:00:01,1413,0,0,168,487,1660,0,1,487,2148,44,37,0,17,2,0,24,28,0,1692,385,71
MANASSAS CITY,05-Oct-2024 06:00:02,1351,0,0,176,559,1864,0,1,559,2424,44,38,0,17,3,0,24,28,0,1893,443,88
MANASSAS CITY,06-Oct-2024 06:00:01,1351,0,0,176,559,1864,0,1,559,2424,44,38,0,17,3,0,24,28,0,1893,443,88
MANASSAS CITY,07-Oct-2024 06:00:01,1369,0,0,177,560,1864,0,3,560,2427,45,39,0,17,3,0,25,29,0,1893,444,90
MANASSAS CITY,08-Oct-2024 06:00:01,1277,0,0,184,660,2002,0,3,660,2665,47,39,0,19,4,0,25,28,0,2056,506,103
MANASSAS CITY,09-Oct-2024 06:00:02,1282,0,0,187,3,2103,658,3,661,2767,47,39,0,19,3,0,25,28,0,2127,532,108
MANASSAS CITY,10-Oct-2024 06:00:01,1214,0,0,191,93,2227,658,3,751,2981,49,39,0,19,4,0,27,27,0,2277,587,117
MANASSAS CITY,11-Oct-2024 06:00:01,1185,0,0,197,135,2337,658,3,793,3133,49,39,0,21,5,0,25,27,0,2382,622,129
MANASSAS CITY,12-Oct-2024 06:00:02,1167,0,0,200,163,2510,658,3,821,3334,50,42,0,22,6,0,25,29,0,2524,666,144
MANASSAS CITY,13-Oct-2024 06:00:01,1167,0,0,200,163,2510,658,3,821,3334,50,42,0,22,6,0,25,29,0,2524,666,144
MANASSAS CITY,14-Oct-2024 06:00:01,1140,0,0,211,202,2641,658,3,860,3504,50,42,0,22,6,0,25,29,0,2633,709,162
MANASSAS CITY,15-Oct-2024 06:00:01,1141,0,0,211,202,2641,658,3,860,3504,50,43,0,22,6,0,25,30,0,2633,709,162
MANASSAS CITY,16-Oct-2024 06:00:01,1109,0,0,220,254,2811,658,3,912,3726,52,42,0,23,7,0,25,28,0,2774,780,172
MANASSAS CITY,17-Oct-2024 06:00:01,1102,0,0,230,294,2962,658,3,952,3917,53,42,0,23,7,0,26,28,0,2905,824,188
MANASSAS CITY,18-Oct-2024 06:00:01,1045,0,0,241,357,3130,658,3,1015,4148,53,42,0,24,12,0,25,23,0,3045,895,208
MANASSAS CITY,19-Oct-2024 06:00:02,1004,0,0,243,406,3327,658,3,1064,4394,55,42,0,26,13,0,25,21,0,3205,958,231
MANASSAS CITY,20-Oct-2024 06:00:02,1004,0,0,243,406,3327,658,3,1064,4394,55,42,0,26,13,0,25,21,0,3205,958,231
MANASSAS CITY,21-Oct-2024 06:00:01,1004,0,0,243,407,3328,658,3,1065,4396,55,42,0,26,14,0,25,21,0,3205,959,232
MANASSAS CITY,22-Oct-2024 06:00:01,883,0,0,253,536,3533,658,3,1194,4730,57,42,0,28,17,0,25,17,0,3395,1065,270
MANASSAS CITY,23-Oct-2024 06:00:01,859,0,10,264,569,3726,659,3,1228,4967,62,42,0,37,18,0,21,17,0,3536,1126,305
MANASSAS CITY,24-Oct-2024 05:00:02,830,0,15,267,614,3946,658,3,1272,5236,64,42,0,40,19,0,20,16,0,3701,1195,340
MANASSAS CITY,25-Oct-2024 05:00:01,810,0,18,271,115,4147,1202,3,1317,5485,65,42,0,41,20,0,20,15,0,3841,1280,364
MANASSAS CITY,26-Oct-2024 05:00:01,802,0,21,276,78,4431,1272,3,1350,5805,67,42,0,43,20,0,20,15,0,4020,1382,403
MANASSAS CITY,27-Oct-2024 05:00:01,769,0,24,288,109,4827,1272,3,1381,6235,77,42,0,52,21,0,21,14,0,4236,1529,470
MANASSAS CITY,28-Oct-2024 05:00:01,769,0,24,288,109,4827,1272,3,1381,6235,77,42,0,52,21,0,21,14,0,4236,1529,470
MANASSAS CITY,29-Oct-2024 05:00:01,692,0,27,292,184,5132,1272,3,1456,6618,82,42,0,59,21,0,18,14,0,4433,1673,512
MANASSAS CITY,30-Oct-2024 05:00:02,652,0,29,297,224,5450,1272,3,1496,6978,85,42,0,61,23,0,19,12,0,4603,1810,565
MANASSAS CITY,31-Oct-2024 05:00:01,604,0,38,297,274,5736,1272,3,1546,7323,88,42,0,64,24,0,19,11,0,4768,1942,613
MANASSAS CITY,01-Nov-2024 05:00:02,561,0,53,306,311,6054,1272,3,1583,7693,93,42,0,69,24,0,19,11,0,4907,2102,684
MANASSAS CITY,02-Nov-2024 05:00:02,486,0,68,315,380,6546,1272,3,1652,8269,97,42,0,79,26,0,13,9,0,5134,2335,800
MANASSAS CITY,03-Nov-2024 05:00:02,429,0,85,325,426,7068,1272,3,1698,8854,103,43,0,86,27,0,12,9,0,5317,2620,917
MANASSAS CITY,04-Nov-2024 05:00:02,429,0,97,325,426,7068,1272,3,1698,8866,103,43,0,86,27,0,12,9,0,5318,2622,926
MANASSAS CITY,05-Nov-2024 05:00:02,365,0,97,325,491,7068,1272,3,1763,8931,103,43,0,88,28,0,10,8,0,5340,2652,939
MANASSAS CITY,06-Nov-2024 05:00:02,363,0,97,326,10,7069,1758,0,1768,8934,103,43,0,88,28,0,10,8,0,5341,2654,939
MANASSAS CITY,07-Nov-2024 05:00:01,363,0,152,332,2,7069,1766,0,1768,8989,103,43,0,88,28,0,10,8,0,5342,2668,979
MANASSAS CITY,08-Nov-2024 05:00:01,240,0,303,332,125,7068,1767,0,1892,9263,103,43,0,92,31,0,6,5,0,5372,2774,1117
MANASSAS CITY,09-Nov-2024 05:00:01,234,0,401,334,3,7068,1891,0,1894,9363,103,43,0,92,31,0,6,5,0,5373,2792,1198
MANASSAS CITY,10-Nov-2024 05:00:01,232,0,401,334,3,7068,1891,0,1894,9363,103,43,0,92,31,0,6,5,0,5373,2792,1198
MANASSAS CITY,11-Nov-2024 05:00:01,232,0,402,334,3,7068,1891,0,1894,9364,103,43,0,92,31,0,6,5,0,5373,2793,1198
MANASSAS PARK CITY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
MANASSAS PARK CITY,29-Aug-2024 11:29:28,0,87,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,30-Aug-2024 06:00:01,0,87,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,31-Aug-2024 06:00:01,0,87,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,01-Sep-2024 06:00:01,0,87,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,02-Sep-2024 06:00:01,0,87,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,03-Sep-2024 06:00:02,0,87,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,04-Sep-2024 06:00:02,0,90,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,05-Sep-2024 06:00:01,0,92,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,06-Sep-2024 06:00:02,0,92,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,07-Sep-2024 06:00:01,0,93,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,08-Sep-2024 06:00:02,0,93,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,09-Sep-2024 06:00:01,0,93,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,10-Sep-2024 06:00:02,0,97,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,11-Sep-2024 06:00:01,0,97,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,12-Sep-2024 06:00:01,0,102,0,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
MANASSAS PARK CITY,13-Sep-2024 06:00:01,609,8,0,11,0,0,0,0,0,0,4,7,0,0,0,0,2,2,0,0,0,0
MANASSAS PARK CITY,14-Sep-2024 06:00:01,608,8,0,13,0,0,0,0,0,0,4,7,0,0,0,0,2,2,0,0,0,0
MANASSAS PARK CITY,15-Sep-2024 06:00:01,608,8,0,13,0,0,0,0,0,0,4,7,0,0,0,0,2,2,0,0,0,0
MANASSAS PARK CITY,16-Sep-2024 06:00:01,608,8,0,13,0,0,0,0,0,0,4,7,0,0,0,0,2,2,0,0,0,0
MANASSAS PARK CITY,17-Sep-2024 06:00:01,626,0,0,15,0,0,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0
MANASSAS PARK CITY,18-Sep-2024 06:00:01,633,0,0,22,0,0,0,0,0,0,5,11,0,0,0,0,5,9,0,0,0,0
MANASSAS PARK CITY,19-Sep-2024 06:00:01,643,0,0,24,0,0,0,0,0,0,5,11,0,0,0,0,5,9,0,0,0,0
MANASSAS PARK CITY,20-Sep-2024 06:00:01,641,0,0,26,0,0,0,0,0,0,5,11,0,0,0,0,5,8,0,0,0,0
MANASSAS PARK CITY,21-Sep-2024 06:00:01,644,0,0,34,0,113,0,0,0,113,5,13,0,0,0,0,5,8,0,75,28,10
MANASSAS PARK CITY,22-Sep-2024 06:00:01,644,0,0,34,0,113,0,0,0,113,5,13,0,0,0,0,5,8,0,75,28,10
MANASSAS PARK CITY,23-Sep-2024 06:00:01,644,0,0,34,0,113,0,0,0,113,5,13,0,0,0,0,5,8,0,75,28,10
MANASSAS PARK CITY,24-Sep-2024 06:00:02,643,0,0,38,0,200,0,0,0,200,7,15,0,2,0,0,5,9,0,144,43,13
MANASSAS PARK CITY,25-Sep-2024 06:00:01,632,0,0,42,11,263,0,0,11,274,8,17,0,3,0,0,5,10,0,196,58,20
MANASSAS PARK CITY,26-Sep-2024 06:00:02,590,0,0,42,53,312,0,0,53,365,9,19,0,4,1,0,5,11,0,257,86,22
MANASSAS PARK CITY,27-Sep-2024 06:00:01,543,0,0,45,97,365,0,0,97,462,9,19,0,5,1,0,4,11,0,318,116,28
MANASSAS PARK CITY,28-Sep-2024 07:31:19,519,0,0,47,124,424,0,0,124,548,10,19,0,6,1,0,4,11,0,378,135,35
MANASSAS PARK CITY,29-Sep-2024 06:00:01,519,0,0,47,124,424,0,0,124,548,10,19,0,6,1,0,4,11,0,378,135,35
MANASSAS PARK CITY,30-Sep-2024 06:00:01,519,0,0,47,124,424,0,0,124,548,10,19,0,6,1,0,4,11,0,378,135,35
MANASSAS PARK CITY,01-Oct-2024 06:00:02,502,0,0,49,146,490,0,0,146,636,10,19,0,6,1,0,4,11,0,426,167,43
MANASSAS PARK CITY,02-Oct-2024 06:00:01,479,0,0,49,173,530,0,0,173,703,10,20,0,6,1,0,4,12,0,459,192,52
MANASSAS PARK CITY,03-Oct-2024 06:00:02,452,0,0,54,199,573,0,0,199,772,10,20,0,6,1,0,4,12,0,498,217,57
MANASSAS PARK CITY,04-Oct-2024 06:00:01,452,0,0,56,204,627,0,0,204,831,11,20,0,7,1,0,4,12,0,533,228,70
MANASSAS PARK CITY,05-Oct-2024 06:00:02,448,0,0,61,214,677,0,0,214,891,13,23,0,9,3,0,4,12,0,559,252,80
MANASSAS PARK CITY,06-Oct-2024 06:00:01,448,0,0,61,214,677,0,0,214,891,13,23,0,9,3,0,4,12,0,559,252,80
MANASSAS PARK CITY,07-Oct-2024 06:00:01,448,0,0,61,214,677,0,0,214,891,13,23,0,9,3,0,4,12,0,559,252,80
MANASSAS PARK CITY,08-Oct-2024 06:00:01,435,0,0,62,244,724,0,0,244,968,13,24,0,9,5,0,4,11,0,605,273,90
MANASSAS PARK CITY,09-Oct-2024 06:00:02,431,0,0,63,250,763,0,0,250,1013,13,24,0,9,7,0,4,9,0,630,292,91
MANASSAS PARK CITY,10-Oct-2024 06:00:01,417,0,0,63,275,790,0,0,275,1065,13,24,0,9,7,0,4,9,0,660,311,94
MANASSAS PARK CITY,11-Oct-2024 06:00:01,393,0,0,65,302,819,0,0,302,1121,13,24,0,9,7,0,4,9,0,693,329,99
MANASSAS PARK CITY,12-Oct-2024 06:00:02,386,0,0,69,312,886,0,0,312,1198,14,24,0,9,7,0,5,9,0,727,358,113
MANASSAS PARK CITY,13-Oct-2024 06:00:01,386,0,0,69,312,886,0,0,312,1198,14,24,0,9,7,0,5,9,0,727,358,113
MANASSAS PARK CITY,14-Oct-2024 06:00:01,386,0,0,69,312,886,0,0,312,1198,14,24,0,9,7,0,5,9,0,727,358,113
MANASSAS PARK CITY,15-Oct-2024 06:00:01,386,0,0,69,312,886,0,0,312,1198,14,24,0,9,7,0,5,9,0,727,358,113
MANASSAS PARK CITY,16-Oct-2024 06:00:01,372,0,0,73,335,948,0,0,335,1283,15,26,0,9,7,0,6,11,0,768,391,124
MANASSAS PARK CITY,17-Oct-2024 06:00:01,375,0,0,74,341,1004,0,0,341,1345,15,27,0,10,7,0,5,12,0,810,403,132
MANASSAS PARK CITY,18-Oct-2024 06:00:01,356,0,2,76,370,1062,0,0,370,1434,18,28,0,11,7,0,6,13,0,847,437,150
MANASSAS PARK CITY,19-Oct-2024 06:00:02,344,0,6,81,383,1151,0,0,383,1540,18,28,0,11,8,0,6,12,0,906,466,168
MANASSAS PARK CITY,20-Oct-2024 06:00:02,344,0,6,81,383,1151,0,0,383,1540,18,28,0,11,8,0,6,12,0,906,466,168
MANASSAS PARK CITY,21-Oct-2024 06:00:01,344,0,6,81,383,1151,0,0,383,1540,18,28,0,11,8,0,6,12,0,906,466,168
MANASSAS PARK CITY,22-Oct-2024 06:00:01,336,0,7,83,396,1219,0,0,396,1622,20,28,0,13,8,0,6,12,0,950,490,182
MANASSAS PARK CITY,23-Oct-2024 06:00:01,325,0,8,83,412,1306,0,0,412,1726,24,29,0,18,8,0,5,13,0,1002,522,202
MANASSAS PARK CITY,24-Oct-2024 05:00:02,317,0,10,84,428,1384,0,0,428,1822,26,29,0,18,8,0,7,13,0,1050,553,219
MANASSAS PARK CITY,25-Oct-2024 05:00:01,309,0,12,87,441,1466,0,0,441,1919,26,29,0,18,9,0,7,12,0,1099,584,236
MANASSAS PARK CITY,26-Oct-2024 05:00:01,306,0,17,92,447,1594,0,0,447,2058,26,29,0,18,11,0,7,10,0,1163,643,252
MANASSAS PARK CITY,27-Oct-2024 05:00:01,285,0,21,97,464,1779,0,0,464,2264,27,30,0,19,12,0,7,10,0,1252,722,290
MANASSAS PARK CITY,28-Oct-2024 05:00:01,285,0,21,97,464,1779,0,0,464,2264,27,30,0,19,12,0,7,10,0,1252,722,290
MANASSAS PARK CITY,29-Oct-2024 05:00:01,266,0,26,97,483,1896,0,0,483,2405,29,30,0,21,12,0,7,10,0,1308,788,309
MANASSAS PARK CITY,30-Oct-2024 05:00:02,248,0,33,99,290,2013,210,0,500,2546,29,30,0,22,12,0,6,10,0,1361,858,327
MANASSAS PARK CITY,31-Oct-2024 05:00:01,220,0,40,104,206,2130,319,0,525,2695,30,30,0,23,14,0,6,8,0,1413,928,354
MANASSAS PARK CITY,01-Nov-2024 05:00:02,206,0,49,104,95,2281,444,0,539,2869,32,30,0,25,14,0,6,8,0,1460,1019,390
MANASSAS PARK CITY,02-Nov-2024 05:00:02,184,0,60,115,45,2519,509,0,554,3133,34,32,0,27,18,0,6,6,0,1543,1136,454
MANASSAS PARK CITY,03-Nov-2024 05:00:02,155,0,84,118,73,2850,509,0,582,3516,35,32,0,30,19,0,4,5,0,1651,1318,547
MANASSAS PARK CITY,04-Nov-2024 05:00:02,144,0,84,118,84,2850,509,0,593,3527,35,32,0,30,19,0,4,5,0,1654,1325,548
MANASSAS PARK CITY,05-Nov-2024 05:00:02,130,0,84,118,98,2850,509,0,607,3541,35,32,0,30,19,0,4,5,0,1657,1332,552
MANASSAS PARK CITY,06-Nov-2024 05:00:02,120,0,84,118,107,2850,509,0,616,3550,35,32,0,31,20,0,3,4,0,1657,1335,558
MANASSAS PARK CITY,07-Nov-2024 05:00:01,97,0,84,118,128,2850,509,0,637,3571,35,32,0,31,20,0,3,4,0,1658,1350,563
MANASSAS PARK CITY,08-Nov-2024 05:00:01,93,0,84,118,133,2850,509,0,642,3576,35,32,0,31,20,0,3,4,0,1658,1353,565
MANASSAS PARK CITY,09-Nov-2024 05:00:01,92,0,84,118,134,2850,509,0,643,3577,35,32,0,31,20,0,3,4,0,1658,1353,566
MANASSAS PARK CITY,10-Nov-2024 05:00:01,92,0,84,118,134,2850,509,0,643,3577,35,32,0,31,20,0,3,4,0,1658,1353,566
MANASSAS PARK CITY,11-Nov-2024 05:00:01,92,0,84,118,134,2850,509,0,643,3577,35,32,0,31,20,0,3,4,0,1658,1353,566
PRINCE WILLIAM COUNTY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
PRINCE WILLIAM COUNTY,29-Aug-2024 11:29:28,0,24001,0,1161,0,0,0,0,0,0,406,558,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,30-Aug-2024 06:00:01,0,24107,0,1182,0,0,0,0,0,0,410,565,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,31-Aug-2024 06:00:01,0,24174,0,1203,0,0,0,0,0,0,412,570,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,01-Sep-2024 06:00:01,0,24174,0,1203,0,0,0,0,0,0,412,570,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,02-Sep-2024 06:00:01,0,24174,0,1203,0,0,0,0,0,0,412,570,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,03-Sep-2024 06:00:02,0,24174,0,1203,0,0,0,0,0,0,412,570,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,04-Sep-2024 06:00:02,0,24400,0,1239,0,0,0,0,0,0,424,590,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,05-Sep-2024 06:00:01,0,25186,0,1262,0,0,0,0,0,0,452,642,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,06-Sep-2024 06:00:02,0,25266,0,1276,0,0,0,0,0,0,453,658,0,0,0,0,0,0,0,0,0,0
PRINCE WILLIAM COUNTY,07-Sep-2024 06:00:01,799,24551,0,1286,0,0,0,0,0,0,457,664,0,0,0,0,167,517,0,0,0,0
PRINCE WILLIAM COUNTY,08-Sep-2024 06:00:02,799,24555,0,1286,0,0,0,0,0,0,457,664,0,0,0,0,167,517,0,0,0,0
PRINCE WILLIAM COUNTY,09-Sep-2024 06:00:01,799,24681,0,1289,0,0,0,0,0,0,459,664,0,0,0,0,167,517,0,0,0,0
PRINCE WILLIAM COUNTY,10-Sep-2024 06:00:02,803,24769,0,1306,0,0,0,0,0,0,464,668,0,0,0,0,167,520,0,0,0,0
PRINCE WILLIAM COUNTY,11-Sep-2024 06:00:01,820,24847,0,1326,0,0,0,0,0,0,472,680,0,0,0,0,171,530,0,0,0,0
PRINCE WILLIAM COUNTY,12-Sep-2024 06:00:01,836,25016,0,1344,0,0,0,0,0,0,474,691,0,0,0,0,173,541,0,0,0,0
PRINCE WILLIAM COUNTY,13-Sep-2024 06:00:01,845,25334,0,1353,0,0,0,0,0,0,483,694,0,0,0,0,177,543,0,0,0,0
PRINCE WILLIAM COUNTY,14-Sep-2024 06:00:01,855,25520,0,1368,0,0,0,0,0,0,488,702,0,0,0,0,179,551,0,0,0,0
PRINCE WILLIAM COUNTY,15-Sep-2024 06:00:01,855,25516,0,1373,0,0,0,0,0,0,489,702,0,0,0,0,179,551,0,0,0,0
PRINCE WILLIAM COUNTY,16-Sep-2024 06:00:01,855,25567,0,1373,0,0,0,0,0,0,490,703,0,0,0,0,179,551,0,0,0,0
PRINCE WILLIAM COUNTY,17-Sep-2024 06:00:01,26681,31,0,1410,0,0,0,0,0,0,496,712,0,0,0,0,453,644,0,0,0,0
PRINCE WILLIAM COUNTY,18-Sep-2024 06:00:01,26974,31,0,1434,0,0,0,0,0,0,516,739,0,0,0,0,471,671,0,0,0,0
PRINCE WILLIAM COUNTY,19-Sep-2024 06:00:01,27288,31,0,1460,0,0,0,0,0,0,527,752,0,0,0,0,482,682,0,0,0,0
PRINCE WILLIAM COUNTY,20-Sep-2024 06:00:01,27514,25,0,1484,0,0,0,0,0,0,531,773,0,0,0,0,486,708,0,0,0,0
PRINCE WILLIAM COUNTY,21-Sep-2024 06:00:01,27758,25,0,1534,0,1224,0,0,0,1224,560,791,0,17,5,0,498,719,0,1017,164,43
PRINCE WILLIAM COUNTY,22-Sep-2024 06:00:01,27757,25,0,1535,0,1224,0,0,0,1224,560,791,0,17,5,0,498,719,0,1017,164,43
PRINCE WILLIAM COUNTY,23-Sep-2024 06:00:01,27837,25,0,1535,0,1224,0,0,0,1224,561,791,0,17,5,0,499,719,0,1017,164,43
PRINCE WILLIAM COUNTY,24-Sep-2024 06:00:02,28401,0,0,1574,0,2048,0,0,0,2048,580,810,0,27,7,0,508,735,0,1684,292,72
PRINCE WILLIAM COUNTY,25-Sep-2024 06:00:01,28671,0,0,1620,90,2632,0,1,90,2723,597,826,0,35,10,0,515,748,0,2239,390,94
PRINCE WILLIAM COUNTY,26-Sep-2024 06:00:02,28991,0,0,1628,148,2632,0,1,148,2781,605,850,0,36,10,0,522,772,0,2280,406,95
PRINCE WILLIAM COUNTY,27-Sep-2024 06:00:01,27128,0,0,1692,2115,3746,0,1,2115,5862,629,864,0,54,11,0,526,784,0,4631,1006,225
PRINCE WILLIAM COUNTY,28-Sep-2024 07:31:19,25836,0,0,1739,3369,4271,0,1,3369,7641,653,883,0,78,17,0,515,793,0,5921,1392,328
PRINCE WILLIAM COUNTY,29-Sep-2024 06:00:01,25836,0,0,1739,3369,4271,0,1,3369,7641,653,885,0,78,17,0,515,795,0,5921,1392,328
PRINCE WILLIAM COUNTY,30-Sep-2024 06:00:01,25836,0,0,1739,3369,4271,0,1,3369,7641,653,885,0,78,17,0,515,795,0,5921,1392,328
PRINCE WILLIAM COUNTY,01-Oct-2024 06:00:02,25296,0,0,1770,4301,4678,0,1,4301,8980,662,898,0,100,21,0,500,801,0,6883,1709,388
PRINCE WILLIAM COUNTY,02-Oct-2024 06:00:01,23667,0,0,1801,6106,5027,0,1,6106,11134,695,914,0,137,39,0,495,796,0,8303,2344,487
PRINCE WILLIAM COUNTY,03-Oct-2024 06:00:02,24115,0,0,1823,6164,5027,0,1,6164,11192,701,931,0,138,42,0,501,809,0,8341,2360,491
PRINCE WILLIAM COUNTY,04-Oct-2024 06:00:01,23093,0,0,1859,7338,6013,0,1,7338,13352,724,946,0,158,60,0,504,804,0,9862,2859,631
PRINCE WILLIAM COUNTY,05-Oct-2024 06:00:02,22554,0,0,1874,8038,6618,0,1,8038,14657,743,956,0,179,77,0,501,796,0,10728,3195,734
PRINCE WILLIAM COUNTY,06-Oct-2024 06:00:01,22554,0,0,1874,8038,6618,0,1,8038,14657,743,956,0,179,77,0,501,796,0,10728,3195,734
