SOURCE_LOCALITY,FILEDATE,ISSUED,NOT_ISSUED,PROVISIONAL,DELETED,MARKED,ON_MACHINE,PRE_PROCESSED,FWAB,MAIL_IN,COUNTABLE,MILITARY,OVERSEAS,TEMPORARY,MILITARY_COUNTABLE,OVERSEAS_COUNTABLE,TEMPORARY_COUNTABLE
FAIRFAX COUNTY,04-Oct-2023 06:00:01,59996,2,0,4066,0,4429,1372,0,1372,5801,731,1601,4,31,9,0
FAIRFAX COUNTY,05-Oct-2023 14:00:01,58642,2,0,4111,0,4430,2899,0,2899,7329,736,1605,4,37,14,0
FAIRFAX COUNTY,05-Oct-2023 22:00:01,59317,2,0,3844,0,1585,0,0,0,1585,682,1554,4,13,1,0
FAIRFAX COUNTY,06-Oct-2023 06:00:01,59996,2,0,4066,0,4429,1372,0,1372,5801,731,1601,4,31,9,0
FAIRFAX COUNTY,06-Oct-2023 14:00:02,58750,2,0,4151,0,5265,2899,0,2899,8164,741,1612,4,40,15,0
FAIRFAX COUNTY,07-Oct-2023 06:00:01,56658,2,0,4200,0,5855,5043,0,5043,10898,745,1616,4,52,15,0
FAIRFAX COUNTY,08-Oct-2023 06:00:01,56658,2,0,4200,0,5855,5043,0,5043,10898,745,1616,4,52,15,0
FAIRFAX COUNTY,09-Oct-2023 06:00:02,56658,2,0,4200,0,5855,5043,0,5043,10898,745,1616,4,52,15,0
FAIRFAX COUNTY,10-Oct-2023 06:00:02,55407,2,0,4259,0,6425,6875,0,6875,13300,754,1626,4,64,31,0
FAIRFAX COUNTY,11-Oct-2023 06:00:01,54729,2,0,4309,9,7031,7665,0,7674,14705,758,1643,4,67,36,0
FAIRFAX COUNTY,12-Oct-2023 06:00:01,54025,2,0,4332,11,7031,8606,0,8617,15648,758,1647,4,84,50,0
FAIRFAX COUNTY,13-Oct-2023 06:00:02,53297,1,0,4380,14,8260,9663,0,9677,17937,767,1656,4,94,63,0
FAIRFAX COUNTY,14-Oct-2023 06:00:02,51105,1,0,4426,25,9036,12094,0,12119,21155,779,1663,4,101,63,0
FAIRFAX COUNTY,15-Oct-2023 06:00:01,51105,1,0,4426,25,9036,12094,0,12119,21155,779,1663,4,101,63,0
FAIRFAX COUNTY,16-Oct-2023 06:00:01,51105,1,0,4426,25,9036,12094,0,12119,21155,779,1663,4,101,63,0
FAIRFAX COUNTY,17-Oct-2023 06:00:01,50592,0,0,4504,30,9846,13497,0,13527,23373,790,1688,4,111,84,0
FAIRFAX COUNTY,18-Oct-2023 06:00:02,49422,1,6,4572,48,10640,15254,0,15302,25948,800,1710,4,121,108,0
FAIRFAX COUNTY,19-Oct-2023 06:00:01,49119,1,9,4623,91,11368,15928,0,16019,27396,806,1721,4,127,126,0
FAIRFAX COUNTY,20-Oct-2023 06:00:01,49349,1,11,4657,91,12088,15927,0,16018,28117,812,1724,4,131,127,0
FAIRFAX COUNTY,21-Oct-2023 06:00:02,47052,1,12,4694,91,13061,18414,0,18505,31578,818,1729,4,144,161,0
FAIRFAX COUNTY,22-Oct-2023 06:00:02,47052,1,12,4694,91,13061,18414,0,18505,31578,818,1729,4,144,161,0
FAIRFAX COUNTY,23-Oct-2023 06:00:01,47052,1,12,4694,91,13061,18414,0,18505,31578,818,1729,4,144,161,0
FAIRFAX COUNTY,24-Oct-2023 06:00:01,47061,1,14,4766,145,13982,19219,0,19364,33360,830,1746,4,156,169,0
FAIRFAX COUNTY,25-Oct-2023 06:00:01,45386,1,20,4833,158,14850,21240,0,21398,36268,840,1749,4,174,215,0
FAIRFAX COUNTY,26-Oct-2023 06:00:02,45793,1,22,4879,165,15598,21241,2,21406,37028,846,1756,4,177,219,0
FAIRFAX COUNTY,27-Oct-2023 06:00:01,46203,1,25,4973,166,19127,21239,2,21405,40559,872,1764,4,195,223,0
FAIRFAX COUNTY,28-Oct-2023 06:00:01,43978,2,30,5079,36,23284,23975,2,24011,47327,898,1778,4,225,277,0
FAIRFAX COUNTY,29-Oct-2023 06:00:01,43920,2,38,5153,36,28826,23975,2,24011,52877,938,1788,4,265,287,0
FAIRFAX COUNTY,30-Oct-2023 06:00:02,43894,2,46,5186,36,31256,23975,2,24011,55315,956,1792,4,283,291,0
FAIRFAX COUNTY,31-Oct-2023 06:00:01,43110,2,68,5256,37,35014,24694,2,24731,59815,983,1795,4,321,312,0
FAIRFAX COUNTY,01-Nov-2023 06:00:01,40456,2,80,5312,61,38368,27228,2,27289,65739,1002,1799,4,351,335,0
FAIRFAX COUNTY,02-Nov-2023 06:00:01,38702,2,85,5361,63,41973,28940,2,29003,71063,1032,1804,4,391,383,0
FAIRFAX COUNTY,03-Nov-2023 06:00:01,38631,2,105,5431,109,46541,28940,2,29049,75697,1061,1809,4,420,388,0
FAIRFAX COUNTY,04-Nov-2023 06:00:01,35264,1,129,5533,122,53516,32185,2,32307,85954,1131,1819,4,503,429,0
FAIRFAX COUNTY,05-Nov-2023 06:00:01,33808,1,230,5709,122,64381,33505,2,33627,98240,1226,1839,4,598,463,0
FAIRFAX COUNTY,06-Nov-2023 06:00:01,33808,1,243,5709,122,64381,33505,2,33627,98253,1226,1839,4,598,463,0
FAIRFAX COUNTY,07-Nov-2023 06:00:01,31683,1,243,5709,53,64382,35678,4,35731,100360,1228,1840,4,603,466,0
FAIRFAX COUNTY,08-Nov-2023 06:00:01,29015,1,243,5709,70,64382,38351,6,38421,103052,1230,1841,4,623,511,0
FAIRFAX COUNTY,09-Nov-2023 06:00:02,25051,1,243,5709,93,64382,42216,6,42309,106940,1230,1840,4,654,524,0
FAIRFAX COUNTY,10-Nov-2023 06:00:01,23337,1,243,5709,116,64382,43861,7,43977,108609,1231,1839,4,658,547,0
FAIRFAX COUNTY,11-Nov-2023 06:00:01,19858,1,243,5709,137,64382,47255,7,47392,112024,1231,1839,4,681,554,0
FAIRFAX COUNTY,12-Nov-2023 06:00:01,19297,1,243,5709,24,64382,47747,7,47771,112403,1231,1839,4,698,579,0
FAIRFAX COUNTY,13-Nov-2023 06:00:01,19297,1,243,5709,24,64382,47747,7,47771,112403,1231,1839,4,698,579,0
FALLS CHURCH CITY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
FALLS CHURCH CITY,14-Sep-2023 12:01:00,0,93,0,36,4,0,1,0,5,5,3,15,0,0,1,0
FALLS CHURCH CITY,15-Sep-2023 06:00:01,0,96,0,38,4,0,1,0,5,5,3,16,0,0,1,0
FALLS CHURCH CITY,16-Sep-2023 06:00:01,898,1,0,40,3,0,1,0,4,4,13,96,0,0,1,0
FALLS CHURCH CITY,17-Sep-2023 06:00:02,898,1,0,40,3,0,1,0,4,4,13,96,0,0,1,0
FALLS CHURCH CITY,18-Sep-2023 06:00:01,898,1,0,40,3,0,1,0,4,4,13,96,0,0,1,0
FALLS CHURCH CITY,19-Sep-2023 06:00:01,907,0,0,42,0,0,1,0,1,1,13,98,0,0,0,0
FALLS CHURCH CITY,20-Sep-2023 06:00:01,910,0,0,42,0,0,0,0,0,0,13,98,0,0,0,0
FALLS CHURCH CITY,21-Sep-2023 06:00:02,914,0,0,46,0,0,0,0,0,0,16,99,0,0,0,0
FALLS CHURCH CITY,22-Sep-2023 06:00:01,922,0,0,51,0,0,0,0,0,0,16,99,0,0,0,0
FALLS CHURCH CITY,23-Sep-2023 06:00:01,922,0,0,52,2,19,0,0,2,21,16,99,0,0,0,0
FALLS CHURCH CITY,24-Sep-2023 06:00:01,922,0,0,52,2,19,0,0,2,21,16,99,0,0,0,0
FALLS CHURCH CITY,25-Sep-2023 06:00:02,922,0,0,52,2,19,0,0,2,21,16,99,0,0,0,0
FALLS CHURCH CITY,26-Sep-2023 06:00:01,908,0,0,54,9,20,0,0,9,29,16,100,0,0,0,0
FALLS CHURCH CITY,27-Sep-2023 06:00:01,900,0,0,67,20,38,0,0,20,58,17,100,0,2,0,0
FALLS CHURCH CITY,28-Sep-2023 06:00:01,902,0,0,67,20,51,0,0,20,71,17,99,0,2,0,0
FALLS CHURCH CITY,29-Sep-2023 06:00:02,843,0,0,102,66,85,0,0,66,151,20,99,0,3,0,0
FALLS CHURCH CITY,30-Sep-2023 06:00:01,836,0,0,102,77,85,0,0,77,162,20,100,0,3,0,0
FALLS CHURCH CITY,02-Oct-2023 06:00:01,836,0,0,102,77,85,0,0,77,162,20,100,0,3,0,0
FALLS CHURCH CITY,03-Oct-2023 06:00:02,822,0,0,102,98,85,0,0,98,183,20,100,0,3,0,0
FALLS CHURCH CITY,04-Oct-2023 06:00:01,808,0,0,106,110,85,0,0,110,195,20,100,0,3,0,0
FALLS CHURCH CITY,05-Oct-2023 14:00:01,805,0,0,109,118,163,0,0,118,281,22,101,0,3,1,0
FALLS CHURCH CITY,05-Oct-2023 22:00:01,900,0,0,67,20,38,0,0,20,58,17,100,0,2,0,0
FALLS CHURCH CITY,06-Oct-2023 06:00:01,808,0,0,106,110,85,0,0,110,195,20,100,0,3,0,0
FALLS CHURCH CITY,06-Oct-2023 14:00:02,795,0,0,109,132,180,0,0,132,312,22,101,0,3,1,0
FALLS CHURCH CITY,07-Oct-2023 06:00:01,789,0,0,109,140,180,0,0,140,320,22,101,0,3,1,0
FALLS CHURCH CITY,08-Oct-2023 06:00:01,789,0,0,109,140,180,0,0,140,320,22,101,0,3,1,0
FALLS CHURCH CITY,09-Oct-2023 06:00:02,789,0,0,109,140,180,0,0,140,320,22,101,0,3,1,0
FALLS CHURCH CITY,10-Oct-2023 06:00:02,796,0,0,109,140,180,0,0,140,320,22,101,0,3,1,0
FALLS CHURCH CITY,11-Oct-2023 06:00:01,725,0,0,113,213,250,0,0,213,463,23,101,0,3,2,0
FALLS CHURCH CITY,12-Oct-2023 06:00:01,727,0,0,113,216,259,0,0,216,475,23,103,0,3,2,0
FALLS CHURCH CITY,13-Oct-2023 06:00:02,722,0,0,114,224,275,0,0,224,499,24,103,0,4,2,0
FALLS CHURCH CITY,14-Oct-2023 06:00:02,702,0,0,114,247,326,0,0,247,573,24,102,0,4,2,0
FALLS CHURCH CITY,15-Oct-2023 06:00:01,702,0,0,114,247,326,0,0,247,573,24,102,0,4,2,0
FALLS CHURCH CITY,16-Oct-2023 06:00:01,705,0,0,114,247,326,0,0,247,573,24,102,0,4,2,0
FALLS CHURCH CITY,17-Oct-2023 06:00:01,697,0,0,114,258,326,0,0,258,584,24,102,0,4,4,0
FALLS CHURCH CITY,18-Oct-2023 06:00:02,691,0,0,119,268,362,0,0,268,630,25,102,0,4,5,0
FALLS CHURCH CITY,19-Oct-2023 06:00:01,698,0,0,121,268,419,0,0,268,687,25,102,0,4,5,0
FALLS CHURCH CITY,20-Oct-2023 06:00:01,682,0,0,129,283,434,0,0,283,717,25,103,0,5,7,0
FALLS CHURCH CITY,21-Oct-2023 06:00:02,660,0,0,129,305,434,1,0,306,740,25,103,0,5,7,0
FALLS CHURCH CITY,22-Oct-2023 06:00:02,660,0,0,129,305,434,1,0,306,740,25,103,0,5,7,0
FALLS CHURCH CITY,23-Oct-2023 06:00:01,660,0,0,129,305,434,1,0,306,740,25,103,0,5,7,0
FALLS CHURCH CITY,24-Oct-2023 06:00:01,652,0,0,129,321,501,1,0,322,823,26,104,0,6,8,0
FALLS CHURCH CITY,25-Oct-2023 06:00:01,654,0,0,133,332,569,1,0,333,902,26,106,0,6,9,0
FALLS CHURCH CITY,26-Oct-2023 06:00:02,655,0,0,135,337,569,1,0,338,907,26,107,0,6,9,0
FALLS CHURCH CITY,27-Oct-2023 06:00:01,659,0,0,135,342,625,1,0,343,968,26,107,2,6,9,0
FALLS CHURCH CITY,28-Oct-2023 06:00:01,642,0,0,135,369,651,1,0,370,1021,27,107,2,7,9,0
FALLS CHURCH CITY,29-Oct-2023 06:00:01,641,0,0,135,370,715,1,0,371,1086,29,107,2,9,9,0
FALLS CHURCH CITY,30-Oct-2023 06:00:02,641,0,0,135,370,715,1,0,371,1086,29,107,2,9,9,0
FALLS CHURCH CITY,31-Oct-2023 06:00:01,623,0,0,136,389,830,1,0,390,1220,29,107,2,9,12,0
FALLS CHURCH CITY,01-Nov-2023 06:00:01,594,0,0,136,419,830,1,0,420,1250,29,107,2,9,14,0
FALLS CHURCH CITY,02-Nov-2023 06:00:01,580,0,0,136,435,830,1,0,436,1266,29,109,2,9,14,0
FALLS CHURCH CITY,03-Nov-2023 06:00:01,563,0,0,136,240,832,214,0,454,1286,29,109,2,9,14,0
FALLS CHURCH CITY,04-Nov-2023 06:00:01,516,0,0,142,28,1373,461,0,489,1862,32,113,3,12,20,1
FALLS CHURCH CITY,05-Nov-2023 06:00:01,514,0,0,146,28,1373,461,0,489,1862,32,113,3,12,20,1
FALLS CHURCH CITY,06-Nov-2023 06:00:01,508,0,0,152,28,1635,461,0,489,2124,34,118,3,14,25,1
FALLS CHURCH CITY,07-Nov-2023 06:00:01,468,0,0,152,71,1637,461,0,532,2169,34,118,3,15,25,1
FALLS CHURCH CITY,08-Nov-2023 06:00:01,386,0,0,152,4,1637,610,0,614,2251,34,118,3,18,26,1
FALLS CHURCH CITY,09-Nov-2023 06:00:02,345,0,0,152,43,1637,610,0,653,2290,34,118,3,18,28,1
FALLS CHURCH CITY,10-Nov-2023 06:00:01,341,0,0,152,47,1637,610,0,657,2294,34,118,3,18,28,2
FALLS CHURCH CITY,11-Nov-2023 06:00:01,341,0,0,152,47,1637,610,0,657,2294,34,118,3,18,28,2
FALLS CHURCH CITY,12-Nov-2023 06:00:01,341,0,0,152,47,1637,610,0,657,2294,34,118,3,18,28,2
FALLS CHURCH CITY,13-Nov-2023 06:00:01,341,0,0,152,47,1637,610,0,657,2294,34,118,3,18,28,2
LOUDOUN COUNTY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
LOUDOUN COUNTY,14-Sep-2023 12:01:00,0,3087,0,214,0,0,0,0,0,0,38,58,0,0,0,0
LOUDOUN COUNTY,15-Sep-2023 06:00:01,18108,375,0,218,0,0,0,0,0,0,131,357,0,0,0,0
LOUDOUN COUNTY,16-Sep-2023 06:00:01,18159,375,0,226,0,0,0,0,0,0,131,359,0,0,0,0
LOUDOUN COUNTY,17-Sep-2023 06:00:02,18159,375,0,226,0,0,0,0,0,0,131,359,0,0,0,0
LOUDOUN COUNTY,18-Sep-2023 06:00:01,18159,375,0,226,0,0,0,0,0,0,131,359,0,0,0,0
LOUDOUN COUNTY,19-Sep-2023 06:00:01,18773,0,0,237,0,0,0,0,0,0,133,364,0,0,0,0
LOUDOUN COUNTY,20-Sep-2023 06:00:01,18881,0,0,248,0,0,0,0,0,0,134,365,0,0,0,0
LOUDOUN COUNTY,21-Sep-2023 06:00:02,18878,0,0,254,0,0,0,0,0,0,134,365,0,0,0,0
LOUDOUN COUNTY,22-Sep-2023 06:00:01,19209,0,0,306,0,0,0,0,0,0,135,365,0,0,0,0
LOUDOUN COUNTY,23-Sep-2023 06:00:01,19387,0,0,318,0,676,0,0,0,676,136,368,0,1,1,0
LOUDOUN COUNTY,24-Sep-2023 06:00:01,19387,0,0,318,0,676,0,0,0,676,136,368,0,1,1,0
LOUDOUN COUNTY,25-Sep-2023 06:00:02,19387,0,0,318,0,676,0,0,0,676,136,368,0,1,1,0
LOUDOUN COUNTY,26-Sep-2023 06:00:01,19758,1,0,328,2,1126,0,0,2,1128,136,373,0,1,6,0
LOUDOUN COUNTY,27-Sep-2023 06:00:01,19818,1,0,439,13,1426,0,0,13,1439,138,375,0,2,8,0
LOUDOUN COUNTY,28-Sep-2023 06:00:01,20119,1,0,456,37,1748,0,0,37,1785,141,379,0,3,9,0
LOUDOUN COUNTY,29-Sep-2023 06:00:02,19910,1,0,479,313,2056,0,0,313,2369,144,388,0,3,13,0
LOUDOUN COUNTY,30-Sep-2023 06:00:01,19677,1,0,497,654,2459,0,0,654,3113,148,390,0,5,16,0
LOUDOUN COUNTY,02-Oct-2023 06:00:01,19677,1,0,497,654,2459,0,0,654,3113,148,390,0,5,16,0
LOUDOUN COUNTY,03-Oct-2023 06:00:02,19280,1,0,515,1248,2785,1,0,1249,4034,149,398,0,6,27,0
LOUDOUN COUNTY,04-Oct-2023 06:00:01,18554,0,0,536,2244,3128,2,0,2246,5374,152,401,0,9,31,0
LOUDOUN COUNTY,05-Oct-2023 14:00:01,17707,0,0,541,3158,3128,1,0,3159,6287,152,406,0,11,31,0
LOUDOUN COUNTY,05-Oct-2023 22:00:01,19818,1,0,439,13,1426,0,0,13,1439,138,375,0,2,8,0
LOUDOUN COUNTY,06-Oct-2023 06:00:01,18554,0,0,536,2244,3128,2,0,2246,5374,152,401,0,9,31,0
LOUDOUN COUNTY,06-Oct-2023 14:00:02,16918,0,0,559,4008,3432,1,0,4009,7441,156,411,0,17,39,0
LOUDOUN COUNTY,07-Oct-2023 06:00:01,16517,0,0,590,4458,3948,0,0,4458,8406,159,417,0,22,43,0
LOUDOUN COUNTY,08-Oct-2023 06:00:01,16517,0,0,590,4458,3948,0,0,4458,8406,159,417,0,22,43,0
LOUDOUN COUNTY,09-Oct-2023 06:00:02,16517,0,0,590,4458,3948,0,0,4458,8406,159,417,0,22,43,0
LOUDOUN COUNTY,10-Oct-2023 06:00:02,16516,0,0,591,4458,3948,0,0,4458,8406,159,417,0,22,43,0
LOUDOUN COUNTY,11-Oct-2023 06:00:01,15834,0,0,617,5471,4397,0,0,5471,9868,164,423,0,27,48,0
LOUDOUN COUNTY,12-Oct-2023 06:00:01,15729,0,0,631,5533,4736,0,0,5533,10269,166,425,0,28,50,0
LOUDOUN COUNTY,13-Oct-2023 06:00:02,14977,0,0,660,6425,5115,0,0,6425,11540,173,427,0,34,50,0
LOUDOUN COUNTY,14-Oct-2023 06:00:02,14730,0,0,686,6824,5738,0,0,6824,12562,176,434,0,36,55,0
LOUDOUN COUNTY,15-Oct-2023 06:00:01,14730,0,0,686,6824,5738,0,0,6824,12562,176,434,0,36,55,0
LOUDOUN COUNTY,16-Oct-2023 06:00:01,14742,0,0,688,6824,5738,0,0,6824,12562,176,439,0,36,55,0
LOUDOUN COUNTY,17-Oct-2023 06:00:01,14310,0,0,708,7517,6236,0,0,7517,13753,178,444,0,38,58,0
LOUDOUN COUNTY,18-Oct-2023 06:00:02,14253,0,5,728,7771,6631,0,0,7771,14407,180,448,0,40,60,0
LOUDOUN COUNTY,19-Oct-2023 06:00:01,13870,1,7,747,8300,7069,0,0,8300,15376,185,450,0,45,61,0
LOUDOUN COUNTY,20-Oct-2023 06:00:01,13568,1,9,774,8691,7430,0,0,8691,16130,188,452,0,47,63,0
LOUDOUN COUNTY,21-Oct-2023 06:00:02,13393,1,12,794,8950,8096,0,0,8950,17058,192,455,0,50,73,0
LOUDOUN COUNTY,22-Oct-2023 06:00:02,13444,1,12,794,8950,8096,0,0,8950,17058,193,456,0,50,73,0
LOUDOUN COUNTY,23-Oct-2023 06:00:01,13477,1,12,796,8950,8096,0,0,8950,17058,193,456,0,50,73,0
LOUDOUN COUNTY,24-Oct-2023 06:00:01,13057,1,14,819,9458,9274,0,0,9458,18746,203,462,0,64,87,0
LOUDOUN COUNTY,25-Oct-2023 06:00:01,12947,1,19,843,8765,10522,1001,0,9766,20307,210,467,0,70,93,0
LOUDOUN COUNTY,26-Oct-2023 06:00:02,12590,1,25,862,7926,11490,2298,0,10224,21739,215,468,0,74,94,0
LOUDOUN COUNTY,27-Oct-2023 06:00:01,12314,1,30,880,6854,12584,3787,0,10641,23255,218,473,0,77,100,0
LOUDOUN COUNTY,28-Oct-2023 06:00:01,12149,1,38,918,6124,14186,4858,0,10982,25206,231,478,0,91,106,0
LOUDOUN COUNTY,29-Oct-2023 06:00:01,11769,1,50,947,6480,16655,4858,0,11338,28043,245,480,0,106,110,0
LOUDOUN COUNTY,30-Oct-2023 06:00:02,11769,1,50,947,6480,16655,4858,0,11338,28043,245,480,0,106,110,0
LOUDOUN COUNTY,31-Oct-2023 06:00:01,11316,1,61,966,6919,17891,4858,0,11777,29729,252,485,0,114,119,0
LOUDOUN COUNTY,01-Nov-2023 06:00:01,11029,1,75,981,5899,19302,6153,0,12052,31429,259,486,0,124,134,0
LOUDOUN COUNTY,02-Nov-2023 06:00:01,10418,1,76,999,4988,20471,7655,0,12643,33190,262,491,0,128,142,0
LOUDOUN COUNTY,03-Nov-2023 06:00:01,9987,1,86,1034,4172,22403,8867,0,13039,35528,273,494,0,139,152,0
LOUDOUN COUNTY,04-Nov-2023 06:00:01,9488,1,110,1071,2839,24953,10673,1,13512,38576,295,500,0,164,165,0
LOUDOUN COUNTY,05-Nov-2023 06:00:01,8961,1,149,1158,2174,29938,11783,1,13957,44045,319,522,0,191,192,0
LOUDOUN COUNTY,06-Nov-2023 06:00:01,8961,1,149,1158,2174,29938,11783,1,13957,44045,319,522,0,191,192,0
LOUDOUN COUNTY,07-Nov-2023 06:00:01,8019,1,151,1160,2573,29942,12334,1,14907,45001,319,522,0,193,201,0
LOUDOUN COUNTY,08-Nov-2023 06:00:01,6936,1,151,1160,2142,29942,13842,1,15984,46078,319,522,0,197,206,0
LOUDOUN COUNTY,09-Nov-2023 06:00:02,6185,1,151,1160,2879,29942,13842,2,16721,46816,320,521,0,203,210,0
LOUDOUN COUNTY,10-Nov-2023 06:00:01,5742,1,151,1160,2223,29942,14934,2,17157,47252,320,521,0,206,217,0
LOUDOUN COUNTY,11-Nov-2023 06:00:01,5742,1,151,1160,2223,29942,14934,2,17157,47252,320,521,0,206,217,0
LOUDOUN COUNTY,12-Nov-2023 06:00:01,5742,1,151,1160,2224,29942,14934,2,17158,47253,320,521,0,206,218,0
LOUDOUN COUNTY,13-Nov-2023 06:00:01,5742,1,151,1160,2224,29942,14934,2,17158,47253,320,521,0,206,218,0
MANASSAS CITY,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number
MANASSAS CITY,14-Sep-2023 12:01:00,0,1344,0,71,0,0,0,0,0,0,12,11,0,0,0,0
MANASSAS CITY,15-Sep-2023 06:00:01,0,1349,0,72,0,0,0,0,0,0,12,11,0,0,0,0
MANASSAS CITY,16-Sep-2023 06:00:01,0,1353,0,72,0,0,0,0,0,0,12,12,0,0,0,0
MANASSAS CITY,17-Sep-2023 06:00:02,0,1353,0,72,0,0,0,0,0,0,12,12,0,0,0,0
MANASSAS CITY,18-Sep-2023 06:00:01,0,1353,0,72,0,0,0,0,0,0,12,12,0,0,0,0
MANASSAS CITY,19-Sep-2023 06:00:01,0,1365,0,74,0,0,0,0,0,0,12,12,0,0,0,0
MANASSAS CITY,20-Sep-2023 06:00:01,0,1370,0,77,0,0,0,0,0,0,12,12,0,0,0,0
MANASSAS CITY,21-Sep-2023 06:00:02,1360,16,0,79,0,0,0,0,0,0,12,13,0,0,0,0
MANASSAS CITY,22-Sep-2023 06:00:01,1360,16,0,79,0,0,0,0,0,0,12,13,0,0,0,0
MANASSAS CITY,23-Sep-2023 06:00:01,1382,0,0,79,0,0,0,0,0,0,12,12,0,0,0,0
MANASSAS CITY,24-Sep-2023 06:00:01,1380,0,0,81,0,124,0,0,0,124,12,12,0,0,0,0
MANASSAS CITY,25-Sep-2023 06:00:02,1421,0,0,81,0,124,0,0,0,124,12,12,0,0,0,0
MANASSAS CITY,26-Sep-2023 06:00:01,1442,1,0,90,0,177,0,0,0,177,14,13,0,2,1,0
MANASSAS CITY,27-Sep-2023 06:00:01,1430,1,0,98,6,242,0,0,6,248,14,13,0,2,1,0
MANASSAS CITY,28-Sep-2023 06:00:01,1438,1,0,102,19,292,0,0,19,311,16,13,0,4,1,0
MANASSAS CITY,29-Sep-2023 06:00:02,1386,1,0,106,79,345,0,0,79,424,16,13,0,4,1,0
MANASSAS CITY,30-Sep-2023 06:00:01,1342,1,0,113,135,398,0,0,135,533,16,14,0,6,1,0
MANASSAS CITY,02-Oct-2023 06:00:01,1341,1,0,113,139,398,0,0,139,537,16,14,0,6,1,0
MANASSAS CITY,03-Oct-2023 06:00:02,1265,1,0,123,229,463,0,0,229,692,16,18,0,8,1,0
MANASSAS CITY,04-Oct-2023 06:00:01,1220,1,0,123,282,514,0,0,282,796,16,19,0,8,1,0
MANASSAS CITY,05-Oct-2023 14:00:01,1163,0,0,123,352,550,0,0,352,902,16,19,0,8,1,0
MANASSAS CITY,05-Oct-2023 22:00:01,1430,1,0,98,6,242,0,0,6,248,14,13,0,2,1,0
MANASSAS CITY,06-Oct-2023 06:00:01,1220,1,0,123,282,514,0,0,282,796,16,19,0,8,1,0
MANASSAS CITY,06-Oct-2023 14:00:02,1112,0,0,129,405,612,0,0,405,1017,16,19,0,8,1,0
MANASSAS CITY,07-Oct-2023 06:00:01,1097,0,0,131,429,612,0,0,429,1041,16,19,0,8,1,0
MANASSAS CITY,08-Oct-2023 06:00:01,1097,0,0,131,429,612,0,0,429,1041,16,19,0,8,1,0
MANASSAS CITY,09-Oct-2023 06:00:02,1095,0,0,133,433,648,0,0,433,1081,16,19,0,8,1,0
MANASSAS CITY,10-Oct-2023 06:00:02,1106,0,0,134,434,648,0,0,434,1082,16,19,0,8,1,0
MANASSAS CITY,11-Oct-2023 06:00:01,1045,0,0,134,516,722,0,0,516,1238,16,19,0,8,1,0
MANASSAS CITY,12-Oct-2023 06:00:01,1050,0,0,136,516,791,0,0,516,1307,16,19,0,8,1,0
MANASSAS CITY,13-Oct-2023 06:00:02,988,0,0,136,585,845,0,0,585,1430,16,19,0,9,1,0
MANASSAS CITY,14-Oct-2023 06:00:02,965,0,0,137,611,911,0,0,611,1522,17,19,0,10,1,0
MANASSAS CITY,15-Oct-2023 06:00:01,967,0,0,137,611,911,0,0,611,1522,17,19,0,10,1,0
MANASSAS CITY,16-Oct-2023 06:00:01,967,0,0,137,611,911,0,0,611,1522,17,19,0,10,1,0
MANASSAS CITY,17-Oct-2023 06:00:01,936,0,0,139,658,960,0,0,658,1618,17,19,0,10,1,0
MANASSAS CITY,18-Oct-2023 06:00:02,920,0,0,141,677,1023,0,0,677,1700,17,19,0,10,1,0
MANASSAS CITY,19-Oct-2023 06:00:01,887,0,0,143,205,1080,511,0,716,1796,17,19,0,10,1,0
MANASSAS CITY,20-Oct-2023 06:00:01,874,0,0,144,123,1143,612,0,735,1878,17,19,0,10,1,0
MANASSAS CITY,21-Oct-2023 06:00:02,848,0,0,151,151,1220,612,0,763,1983,17,19,0,10,2,0
MANASSAS CITY,22-Oct-2023 06:00:02,848,0,0,151,151,1220,612,0,763,1983,17,19,0,10,2,0
MANASSAS CITY,23-Oct-2023 06:00:01,833,0,0,153,171,1290,612,0,783,2073,17,19,0,10,2,0
MANASSAS CITY,24-Oct-2023 06:00:01,786,0,0,153,231,1354,612,0,843,2197,17,19,0,10,2,0
MANASSAS CITY,25-Oct-2023 06:00:01,795,0,0,156,231,1411,612,0,843,2254,17,19,0,10,2,0
MANASSAS CITY,26-Oct-2023 06:00:02,783,0,0,157,255,1499,612,0,867,2366,17,19,0,10,2,0
MANASSAS CITY,27-Oct-2023 06:00:01,748,0,0,160,294,1595,612,0,906,2501,17,19,0,10,2,0
MANASSAS CITY,28-Oct-2023 06:00:01,750,0,0,170,298,1724,612,0,910,2634,17,19,0,10,2,0
MANASSAS CITY,29-Oct-2023 06:00:01,715,0,0,172,332,1851,612,0,944,2795,19,19,0,12,3,0
MANASSAS CITY,30-Oct-2023 06:00:02,715,0,0,172,332,1851,612,0,944,2795,19,19,0,12,3,0
MANASSAS CITY,31-Oct-2023 06:00:01,665,0,1,173,379,1956,612,0,991,2948,20,19,0,13,3,0
MANASSAS CITY,01-Nov-2023 06:00:01,647,0,1,177,393,2039,612,0,1005,3045,20,19,0,13,3,0
MANASSAS CITY,02-Nov-2023 06:00:01,607,0,1,179,169,2175,872,0,1041,3217,22,20,0,16,4,0
MANASSAS CITY,03-Nov-2023 06:00:01,577,0,2,182,79,2330,990,0,1069,3401,24,20,0,18,5,0
